Aaron,male
Abagail,female
Abbe,both
Abbey,female
Abbie,female
Abbott,male
Abby,female
Abel,male
Abey,both
Abigael,female
Abigail,female
Abina,female
Abner,male
Abraham,male
Abrahan,male
Abram,male
Absalom,male
Aby,female
Acheson,both
Achilles,male
Ada,female
Adah,female
Adair,both
Adaline,female
Adam,male
Adams,male
Adan,both
Adda,both
Addie,both
Addison,both
Addy,both
Ade,both
Adela,female
Adelaida,female
Adelaide,female
Adele,female
Adelina,female
Adeline,female
Aden,male
Adina,female
Adolf,male
Adolph,male
Adolphe,male
Adrian,both
Adrien,male
Adrienne,female
Aeneas,male
Agatha,female
Aggie,female
Agnes,female
Agnese,female
Agnew,male
Agnus,female
Agustin,male
Aida,female
Aidan,male
Aiden,male
Aiken,male
Aileen,female
Aimee,female
Alan,male
Albany,male
Albert,male
Alberta,female
Albertina,female
Albertine,female
Albie,male
Albina,female
Alec,male
Alecia,female
Aleen,female
Alena,female
Alethea,female
Alex,both
Alexa,female
Alexander,male
Alexandre,male
Alexandria,female
Alexandrina,female
Alf,male
Alfie,male
Alfonso,male
Alford,male
Alfred,male
Algernon,male
Alic,male
Alica,female
Alice,female
Alicea,female
Alicia,female
Alick,male
Alie,female
Alina,female
Aline,female
Alis,both
Alisa,female
Alisha,female
Alison,female
Alister,male
Alix,female
Aliza,female
Allan,male
Alleen,female
Allen,male
Alley
Alleyn
Allice
Allie
Allin
Allison
Ally
Alma
Aloysia
Aloysius
Alphonse
Alphonso
Alphonsus
Althea
Alvina
Alwyn
Alx
Alyce
Alys
Ama
Amalia
Amanda
Ambros
Ambrose
Amelia
Amelie
Amie
Amos
Amy
Ana
Anabel
Anabella
Anastasia
Anastasie
Anastatia
Anders
Anderson
Andie
Andrew
Andrews
Andrey
Andy
Ane
Anetta
Anette
Angel
Angela
Angele
Angelia
Angelica
Angelina
Angeline
Angelo
Angie
Angle
Angus
Ania
Anita
Ann
Anna
Annabel
Annabell
Annabella
Annamaria
Anne
Annetta
Annette
Anney
Anni
Annice
Annie
Annis
Anny
Anselm
Ansley
Ant
Anthony
Antoine
Antoinette
Anton
Antonia
Antonie
Antonio
Antony
Arabella
Arch
Archer
Archibald
Archibold
Archie
Archy
Armor
Armour
Armstrong
Arnold
Aron
Arron
Art
Arther
Arthur
Artur
Ashley
Ashton
Atkinson
Atty
Aubrey
Audrey
Audy
August
Augusta
Auguste
Augustin
Augustina
Augustine
Augustus
Aurthur
Austen
Austin
Austina
Austine
Averell
Avis
Aylmer
Bab
Babara
Babe
Baden
Bailey
Bailie
Baird
Baker
Baldwin
Balfour
Ball
Bally
Baptiste
Barbara
Barber
Barbour
Barbra
Barclay
Barker
Barkley
Barnabas
Barnaby
Barnard
Barnes
Barnett
Barney
Barny
Baron
Barr
Barrett
Barron
Barry
Bart
Barth
Bartholomew
Bartle
Bartley
Bartly
Barton
Barty
Bary
Basil
Bate
Bath
Batholomew
Batt
Batty
Baxter
Bea
Bearnard
Beatrice
Beatrix
Becca
Beck
Becker
Beckett
Bedelia
Bee
Beesy
Behan
Bela
Belia
Belinda
Bell
Bella
Belle
Bells
Belly
Ben
Benedict
Benedicta
Benjamen
Benjamin
Bennett
Bennie
Benny
Benson
Berkeley
Berkley
Bernadette
Bernard
Bernardine
Bernhard
Bernie
Berny
Berry
Bert
Berta
Bertha
Berthe
Bertie
Bertram
Bertrand
Berty
Beryl
Bess
Bessie
Bessy
Best
Beta
Beth
Betsey
Betsy
Bettie
Betty
Bevan
Biddie
Biddy
Bill
Billy
Birch
Bird
Birdie
Bishop
Black
Blacker
Blair
Blake
Blanch
Blanche
Bland
Blessing
Bloomfield
Bob
Bobbie
Bobby
Bolton
Bonaventure
Bond
Boomer
Booth
Bose
Bourke
Bowen
Bowers
Bowman
Boyce
Boyd
Boyle
Bradley
Bradshaw
Brady
Brandon
Bray
Brenda
Brendan
Brendon
Brennan
Brett
Brian
Brice
Bride
Bridge
Bridger
Bridges
Bridget
Bridgett
Bridgid
Bridgie
Bridgit
Bridie
Brien
Briget
Bright
Brigid
Brigit
Brine
Britta
Brooke
Brooks
Brown
Browne
Bruce
Bryan
Bryce
Buchanan
Buckley
Buick
Bunting
Burgess
Burgh
Burke
Burns
Burnside
Burton
Bury
Butler
Byran
Byron
Caesar
Cain
Cairns
Cal
Calder
Caldwell
Caleb
Callaghan
Callahan
Calvert
Calvin
Cambridge
Cameron
Camilla
Camille
Campbell
Candace
Candy
Cane
Canning
Canon
Cara
Carey
Carl
Carleton
Carlina
Carline
Carlos
Carlyle
Carmel
Carmen
Carmichael
Carney
Carol
Carolan
Carolin
Carolina
Caroline
Carr
Carrie
Carroll
Carry
Carson
Carter
Cary
Casey
Casie
Cassandra
Cassey
Cassie
Cassy
Caster
Cat
Cate
Caterina
Cath
Catharina
Catharine
Cathe
Cather
Catherin
Catherina
Catherine
Catherne
Cathleen
Cathlene
Cathren
Cathrin
Cathrine
Catie
Catrina
Catt
Catty
Caty
Cecelia
Cecil
Cecile
Cecilia
Cecilla
Cecily
Cedric
Celestine
Celia
Celie
Celina
Chadwick
Chalmers
Chambers
Chancellor
Chapman
Charity
Charles
Charley
Charlie
Charlies
Charlot
Charlott
Charlotta
Charlotte
Cherry
Chester
Chris
Chrissie
Chrissy
Christ
Christabel
Christan
Christian
Christiana
Christiane
Christie
Christin
Christina
Christine
Christoper
Christoph
Christophe
Christopher
Christy
Church
Cicely
Cicily
Cilia
Cissy
Clair
Claire
Clancy
Clara
Clare
Clarence
Clarice
Clarinda
Clarissa
Clark
Clarke
Claude
Claudia
Claudine
Claudius
Clayton
Clement
Clementina
Clementine
Clifford
Clifton
Clive
Close
Clotilda
Clyde
Cochran
Coffey
Cole
Coleman
Colin
Coll
Collen
Collin
Collins
Colman
Columbia
Columbus
Con
Condy
Conn
Connell
Conner
Conney
Connie
Connolly
Connor
Connors
Conny
Conrad
Conroy
Constance
Constantia
Constantine
Conway
Cook
Cooke
Cooper
Cor
Cora
Coralie
Corbet
Corbett
Cordelia
Cork
Cormack
Corneilus
Cornelia
Cornelious
Cornelius
Corneluis
Corney
Corns
Cornwall
Corry
Cosby
Cosmo
Costello
Cotton
Courtenay
Courtney
Cox
Craig
Craven
Crawford
Creed
Creighton
Cris
Crissie
Crissy
Cristie
Cristina
Cristine
Cristy
Crofts
Cronin
Cross
Crowley
Cullen
Cumming
Cunning
Cunningham
Curran
Currie
Curry
Curtis
Cynthia
Cyril
Cyrus
Dairy
Daisey
Daisie
Daisy
Dale
Dales
Dalia
Dallas
Dalton
Dam
Dan
Dane
Danell
Danial
Danie
Daniel
Dannie
Danny
Daphne
Dara
Darby
Darcy
Daria
Darius
Darling
Davey
David
Davidson
Davie
Davies
Davina
Davis
Davit
Davy
Dawson
Day
Deacon
Dean
Deane
Debbie
Debby
Debora
Deborah
Debra
Dehlia
Dela
Delia
Delis
Della
Delphine
Den
Denies
Denis
Denise
Dennie
Dennis
Denny
Deny
Derby
Dermot
Derrick
Desiree
Desmond
Devlin
Diamond
Diana
Dianna
Dick
Dickey
Dickie
Dickinson
Dickson
Dill
Dillie
Dillon
Dilly
Dina
Dinah
Dine
Dixon
Dobbin
Dollie
Dolly
Dolores
Dom
Dominic
Dominick
Domnick
Don
Donal
Donald
Donaldson
Donnell
Donovan
Dora
Dorah
Dorcas
Dore
Doreen
Doria
Doris
Dorothea
Dorothy
Dorthea
Dorthy
Dot
Douglas
Douglass
Downing
Doyle
Drake
Drew
Drusilla
Dudley
Duff
Duffy
Dugald
Duke
Dunbar
Duncan
Dunn
Dunne
Dyer
Eadie
Eadith
Earl
Earle
Earnest
Easter
Easy
Eaton
Ebenezer
Ed
Eda
Edd
Eddie
Eddy
Eden
Edgar
Edge
Edger
Edie
Edin
Edith
Editha
Edmon
Edmond
Edmund
Edna
Edward
Edwards
Edwin
Edwina
Edythe
Effie
Egbert
Eileen
Eily
Elaine
Elan
Elanor
Eldon
Ele
Eleanor
Eleanora
Eleanore
Eleen
Elen
Elena
Elene
Elenor
Elenore
Elfrida
Eli
Elia
Elias
Elicia
Elie
Elijah
Elinor
Elisa
Elisabet
Elisabeth
Elise
Elisha
Elissa
Eliza
Elizabet
Elizabeth
Elizbeth
Elizebeth
Elizia
Elizza
Ella
Ellan
Elle
Ellen
Ellene
Ellenor
Ellie
Ellin
Elliot
Elliott
Ellis
Ellison
Ellon
Elly
Elma
Elsa
Elsie
Elspeth
Elvin
Elvina
Elvira
Elwood
Ely
Ema
Emanuel
Emelda
Emelia
Emeline
Emely
Emerson
Emile
Emilia
Emilie
Emiline
Emily
Emlyn
Emma
Emmaline
Emmanuel
Emmeline
Emmet
Emmett
Emmie
Emmy
Emy
Ena
Engelbert
England
English
Enid
Ennis
Enoch
Ephraim
Era
Eric
Erie
Erin
Erina
Ernest
Ernestine
Ernie
Ernst
Erskine
Erwin
Esma
Esme
Essay
Essie
Essy
Estella
Estelle
