occupation,count
Naval Persioner,2
Naval Reserve Man,2
Naval Sailor,2
Naval Schoolmaster,2
Navel Pensioners,2
Navel Reserve,2
Navel. Pensioner,2
Navl Pensioner,2
Navvy (Railway),2
Navvy Railway,2
Navvy on Railway and Farmer,2
Navy Sailors Wife,2
Navy Stoker,2
Neddle Worker,2
Needle Point,2
Needle Point Seace,2
Needle Work (Lace),2
Needle Work Teacher,2
"Needle Worker, Hair Nets",2
Needle Workers,2
Needlework Teacher,2
Neice,2
Neill,2
Nel,2
Neller,2
Net Braider in Factory,2
Nett Maker,2
Netter Belfast Ropeworks,2
Netter in Mill,2
Netter in Ropeworks,2
Netters in Rope Works,2
Netting Worker,2
Never Went to School,2
News Agent Messenger,2
News Agent and Star,2
News Agent and Tobacconist,2
News Agents Assistant,2
News Packer,2
News Paper Agent,2
News Paper Machinest,2
News Paper Proprietor,2
News Paper Vendor,2
News Reader,2
News agent,2
News-Agent,2
Newspaper - Vender,2
Newspaper Machinist,2
Newspaper Office Clerk,2
Newspaper Printer,2
Newspaper Proprietor Printer and Stationer,2
Newspaper Proprietress,2
Newspaper Reader,2
Newspaper Retailer,2
Newspaper and Jobbing,2
Newspaper and Printer,2
Nice Folder Wareroom,2
Nickle Plater,2
Niece Visitor,2
Niece-in-Law,2
Night Attendant on Insane,2
Night Nurse in Fever Hospital,2
Night Nurse in Infirmary,2
Night Nurse in Workhouse,2
Night Wachman,2
Night Watch Man in Linen Factory,2
Night Watchman Unemployed,2
Night Watchman at Factory,2
Night Watchman at Linen Factory,2
Nil Housekeeper,2
Nil Intrest of Money,2
Nil-Boy,2
Nill Scholar,2
Nils,2
No Accaptation,2
No Accopation,2
No Assistant,2
No At School,2
No Bisens,2
No Buisness Soldier Wife,2
No Buisness at Home,2
No Buissiness,2
No Buissness,2
No Business None,2
No Business Yet,2
No Business at Home,2
No Callery,2
No Calling Income Annuity and Dividends,2
No Calling Interest on Money,2
No Child,2
No Employment Dividends,2
No Employment Ex Sergeant R.I.C.,2
No Employment Private Means,2
No Employment at Home,2
No Emplynt,2
No Empoyment,2
No Going to School,2
No Gone to Scool,2
No Income,2
No Income from Dividends,2
No Nortrader Girl,2
No Occ,2
No Occapation,2
No Occoupation,2
No Occupapation Lives on-Out Door Relief,2
No Occupation ?,2
No Occupation Annuity,2
No Occupation Children,2
No Occupation Feeble,2
No Occupation House Holder,2
No Occupation House Property and Interest of Money,2
No Occupation In Receipt of Out Door Relief,2
No Occupation Income Derived from House Property,2
No Occupation Income Derived from House Rents,2
No Occupation Income Devired from Land Houses,2
No Occupation Income from House Property,2
No Occupation Income from Interest on Money,2
"No Occupation Income from Land, Shares ?",2
No Occupation Inmates of Fanning's Institution,2
"No Occupation Land, Dividends",2
No Occupation Lives by Charity,2
No Occupation Living on Interest of Money,2
No Occupation Living on Private Income,2
No Occupation Nothing,2
No Occupation Relief from Union,2
No Occupation Rents and Interest of Money means of Employ,2
No Occupation Yet,2
No Occupation in Receipt of Out Door Relief,2
No Occupation on Calling,2
No Occupied,2
No Occupn,2
No Occuptaion,2
No Ocupaton,2
No Particular Employ,2
No Pentientar Employment,2
No Position,2
No Preffession,2
No Profesion Income From Devidends,2
No Professine,2
No Profession - Employed at Home,2
No Profession Income Divided from Dividends,2
No Profession Interest on Money,2
No Profession Private Income,2
No Profession Spinster,2
No Profession Unemployed,2
No Profession in Trade,2
No Profession or Buisness,2
No Profession or Emple,2
No Profession or Occupation Income derived from Houses,2
No Profession or Trade Income from Dividends and Annuity,2
"No Profession, Income Derived from Money Invested",2
No Proffesion Scholars,2
No Proffession Trade on Calling Derives income from Dividends Chancery Annuity and Profit on Land,2
No Proffesson,2
No Proffsion,2
No Proffssion,2
No Profssion,2
No Public Office,2
No Rank,2
No Scholar to Young,2
No Scholor,2
No Scollr,2
No Secolar,2
No Set Occupation,2
No Stated Occupation,2
No Tailor,2
No Trad,2
No Trade of any Kind,2
No Trade or Etc,2
No Trade or Profession-Both Living on Interest of Money and Rents of Houses,2
No Traid,2
No Tram,2
No Tread,2
No Unemployment,2
No Vocation,2
No professon,2
No trade,2
No trade or profession income from Dividers,2
No unemployment,2
No-Profession,2
Nocalling,2
Non Living on Out Door Relief,2
Non-Employed,2
Non-Subscribing Presbyterian,2
None (P),2
None Annuities,2
None Annuity,2
None Buisness,2
None Dividend,2
None Diviend,2
None Domestic Servant,2
None Given,2
None Going to School Scholar,2
None House Proprt,2
None Inmate of Charitable Institution,2
None Land Devidins,2
None Living on Income,2
None Pensioner,2
None Retired Merchant,2
None Schr,2
None Tourist,2
None Tramp,2
None at School,2
None business,2
"None, Income Dividends",2
None-Infant,2
None: Attends to Home Duties,2
None: Income from Dividends,2
Noprofession,2
Not A Schollar,2
Not Able to Go to School,2
Not Able to Receive Inst,2
Not At Schoole,2
Not At Shool,2
Not At chool,2
Not Atendin,2
Not Atending at School,2
Not Attend,2
Not Attendan School,2
Not Attending Sch,2
Not Attending Scool,2
Not Attending Sholl,2
Not Attendng School,2
Not Capable of Instructions,2
Not Capable of Working,2
Not Engaged at any Business,2
Not England in Any Employment Income Money from Dividends,2
Not Fit for School,2
Not Get At School,2
Not Get at School,2
Not Go School,2
Not Going to Chool,2
Not Going to S,2
Not Going to Schl,2
Not Going to school,2
Not Joined School,2
Not Marriage,2
Not Necessary School,2
Not Read,2
Not S,2
Not School Yet,2
Not Schoolar,2
Not Stated,2
Not Student,2
Not Tending School,2
Not Worker,2
Not Yes at School,2
Not able to Attend School,2
Not able to Work,2
Not any,2
Not any Occupation,2
Not at Schoal,2
Not at School Farmers Son,2
Not at School Get,2
Not at School Yes,2
Not at Schoole,2
Not at Scool Yet,2
Not at Shool Yet,2
Not at schoole,2
Not in Business or Profession,2
Not occupation,2
Not of Age,2
Not of Age to Attend at Hire,2
Not read,2
Not to Scholl,2
Not to School,2
Not yet at School,2
Not-at School,2
Notary Public,2
Noth,2
Nothing Income from Dividens,2
Nothing Particular,2
Nothing Yet,2
Nottg,2
Now ?apation,2
Now Occupation,2
Nt School Teacher,2
Ntl. School Teacher,2
Ntl. Teacher,2
Number Taker,2
Numoer Taker,2
Nun (Member of Religions Community),2
Nurce Domestic Servant,2
Nurs R.C.,2
Nursary Maid,2
Nurse (Children),2
Nurse (District),2
Nurse (Domestic Sert),2
Nurse (Maternity),2
Nurse (Monthly),2
Nurse (Probationer),2
Nurse (Servant),2
Nurse (Unemployed),2
Nurse ?,2
Nurse Attendent,2
Nurse Companion,2
Nurse Dm Servant,2
Nurse Dom Ser,2
Nurse Domestic Maid,2
Nurse Domestic Serv't.,2
Nurse Domestic Serva,2
Nurse Domestic Servent,2
Nurse Domestic Servnt,2
Nurse Domestic Unemployed,2
Nurse Domt Servant,2
Nurse General Domestic Servant,2
Nurse General Servant,2
Nurse Maternity,2
Nurse Medical,2
Nurse Midwifery,2
Nurse Qualified,2
Nurse and Domestic Servt,2
Nurse and Midwife,2
Nurse in W House Infirmery,2
"Nurse, Hospital",2
Nurse-(Domestic),2
Nurse-D Servant,2
Nurse-Dom,2
Nurse-Dom Ser,2
Nurse-Dom-Servt,2
Nurse-Dom. Servt,2
Nurse-Domestic S.,2
Nurse-Domestic Servent,2
Nurse-Domestic Servnt,2
Nurse-Domestic Sevt,2
Nurse-Domestic servant,2
Nurse-Domestice Servant,2
Nurse-Retired,2
Nurse-Servant Domestic,2
Nurse-Sick,2
Nurse-Unemployed,2
"Nursemaid, Domestic Servant",2
Nursery Domestic Servant,2
Nursery Gardener,2
Nursery Gardner,2
Nursery Governess Domestic Servant,2
Nursery Governess-Domestic Servant,2
"Nursery Maid, Domestic Servant",2
Nursery Maid-Domestic Servant,2
Nursery Man and Farmer,2
Nursery Man and Florist,2
Nursery Proprietor,2
Nursery and Farming,2
Nursery and Seedsman,2
Nursery maid,2
Nurseryman and Florist,2
Nurseryman' Daughter,2
Nurserymans Assistant,2
Nursing Baby,2
Nursing Sisters of the Sick Poor,2
Nurstender,2
O S Sailor,2
O Seamen,2
Occasional Servant,2
Occpation None Living in Income,2
Occupant Farmer,2
Occupants Son,2
Occupation Farmers Son,2
Occupation Non,2
Occupier of House,2
Occuppied on Diary,2
Occupy a Farm,2
Occupying Servant,2
Ochre Miner,2
Ocuppied at Home,2
Odd Man Domestic Servant,2
Of no Profession,2
Office,2
Office Aprentice,2
Office Boy Messenger,2
Office Carer,2
Office Clerk Biscuit Factory,2
Office Girl,2
Office Housekeeper,2
Office Mesenger,2
Office Porter and Caretaker,2
Office Work,2
Office of Ireland Revenue,2
Office-Clerk,2
Officer Boy,2
Officer Coast Guard,2
Officer H.M. Customs,2
Officer Inland Revenue,2
Officer Mercantile Marine,2
Officers Daughter Switsers Home Annuitant,2
Officers Servant,2
Officers Widow,2
Official Officer,2
Oil Hawker,2
Oil Labour Merchant,2
Oiler Labourer,2
Oiler Linen Factory,2
Oiler Spinning Mill,2
Oiler in Engine Room,2
Oiler in Linen Mill,2
Oiler in Mil,2
Oiler in Ropeworks,2
Oiler in Weaving Factory,2
Old Draper Weaver,2
Old Lady No Occupation,2
Old age,2
On Occupation,2
On Reserve Fund,2
One of Family,2
Onian and Apple Dealer,2
Onions Vendor,2
Optican,2
Ord Survey Office Clerk,2
Ordance Store Labour,2
Ordance Survey,2
Ordance Surveyor,2
Ordiance Surveyor,2
Ordinance Land Survayors,2
Ordinance Survey Labourer Son,2
Ordinary,2
Ordinary Domestic Duties,2
Ordinary Farm Servant,2
Ordnance Sawyer,2
Ordnance Survey Department (Temporary Civil Assistant) Detail Surveyor,2
Ordnance Survey Department Chainman,2
Ordnance Survey Dept,2
Ordnance Surveyar,2
Ordnance Surveyors Assistant,2
Organ Builder Master,2
Organ Tuner,2
Organest,2
Organiser,2
Organist and Music Teacher,2
Organist and Prof Music,2
Organist and Teacher,2
Organist and Teacher of Music,2
Ormentor of Linen,2
Ormourer,2
Ornamental Painter,2
Ornamenter (Linen Trade),2
Ornamenter Linen Trade,2
Ornamenter in Wareroom,2
Ornamentor Handkerchief Work,2
Ornamentor in Linen Factory,2
Ornamentor in Linen Wareroom,2
Ornamentor in Warehouse,2
Ornamentors,2
Ornaminter,2
Ornementer,2
Orobationer,2
Ostrich Feather Dyer,2
Ouay Labourer,2
Ourselves,2
Out Business,2
Out Door Pauper,2
Out Doore Fireman,2
Out of Employment General Labourer,2
Out of School,2
Outfitter Merchant,2
Outfitting Shop Keeper,2
Over Looker in Linen Factory,2
Over Seer,2
Overlooker (Linen Mill),2
Overlooker in Factory,2
Overlooker in Flax Spinning Mill,2
Overlooker in Linen Mill,2
Oversear,2
Overseer Bacon Curing Factory,2
Overseer in Biscuit Factory,2
Overseer of Roads,2
Overseers Son,2
Own Domestic Work,2
Own House Work,2
Own Housework,2
Owner Land-Dividends,2
Owner and Occupier of Land,2
Owner of Head Rent,2
Owner of Houses and Land,2
Owner of Land and Dividend,2
Owner of Land and Stocks,2
Owner of Landed Property,2
Owner of Mortgage,2
Owner of Property I.P.,2
Owner of Property and Business,2
Oxford L Infantry,2
Oyster Business,2
Oyster Watchman,2
P Convent School,2
P Housemaid Servant Domestic,2
P II No 1 Coy. Shrops. L. Inf,2
P L Official,2
P L Tenter,2
P M Dom Servant,2
P Mistress,2
P O Clerk,2
P O Sorter and Telegraphist,2
P Office Clerk Asst,2
P P,2
P Weaver,2
P. G. Assistant,2
P. Maid Domestic Servant,2
P. O. Asst,2
P. P,2
P. Priest,2
P.L Cambric Weaver,2
P.L. Cambric Weaver,2
P.O. Assist,2
P.O. Assistant and General Business,2
P.O. Messenger,2
P.O. Pensioner,2
P.O. Rural Messenger,2
Pacher,2
Packer - Soap Works,2
Packer Handkerchief Wareroom,2
Packer Labourer,2
Packer Linen Warehouse,2
Packer Unemployed,2
Packer in Bakery,2
Packer in Butter Factory,2
Packer in Confectionery Works,2
Packer in Dye Works,2
Packer in Laundery,2
Packer in Mill,2
Packer in Soap Works,2
Packer in Tobbaconist,2
Packer in Wine Store,2
Packer in a Spinning Mill,2
Packeress,2
Packet Parter,2
Packing Box Maker,2
Packing Coal Maker,2
Packing Lace Maker,2
Packing Room Assistant,2
Packingcase M,2
Page Boy Domestic,2
Page Boy Domestic Servant,2
Page Domestic,2
Page boy,2
Page-Domestic Servant,2
Paid Attendant on Sick,2
Paid Monitress,2
Painor,2
Painter (Apprentice),2
Painter - Compositor,2
Painter - House,2
Painter Aprentice,2
Painter Coach,2
Painter Contractor,2
Painter Empd,2
Painter Etc,2
Painter General,2
Painter Houses,2
Painter Journeyman,2
Painter Retired,2
Painter and Carpenter,2
Painter and Decoraton,2
Painter at School,2
Painter house,2
Painter in General,2
"Painter, House",2
"Painter, Unemployed",2
Painter-Carriage,2
Painter-Railway,2
Painters Labourer in Ship Yard,2
Painting Apprentice,2
Painting Artist,2
Paintr,2
Pairing Winding,2
Pairn Winder,2
Pairor,2
Paker,2
Palliasse Maker,2
Palourmaid Domestic Servant,2
Pan Man,2
Panier,2
Panpor,2
Pantry Boy - Domestic Servant,2
Pantry Boy D.S,2
Pantry Maid Domestic Servant,2
Panty Boy Domestic Servant,2
Paper Bay Maker,2
Paper Dealer,2
Paper Factory Hard,2
Paper Factory Worker,2
Paper Machinist,2
Paper Messenger,2
Paper Mill Carter,2
Paper Mill Labourer,2
Paper Packers,2
Paper Relief Stamper,2
Paper Roller,2
Paper Vendor,2
Paper Warehouseman,2
Paper bag Maker empd,2
Paper works Commercial clerk,2
Paperbag Maker,2
Paperhanger,2
Papermaker in Paper Mill,2
Parcel Office G.P.O Dublin,2
Parceler in Factory,2
Parcellin Cloth in Bleach and Dye Works,2
Parcels Porter,2
Parer,2
Parian Artist,2
Parish Clark,2
Parish Preist,2
Parish Priest Canon,2
Parish Priest R C Church,2
Parish Priest and Vicar Forane,2
Parish Priest and Vicar General,2
Parish Prist and Canon,2
Park Bucther,2
Park Merchant,2
Parlor Maid Dom Servt,2
Parlor Maid Domestic Servt,2
Parlor and House Maid,2
Parlormaid - Domestic Servant,2
Parlors Maid Domestic Servant,2
Parlour,2
Parlour - Maid - Domestic Servant,2
Parlour - Maid Domestic Servant,2
Parlour Domestic Servant,2
Parlour Maid (Dom Servt),2
Parlour Maid (Domestic Servt),2
Parlour Maid D S,2
Parlour Maid D. S.,2
Parlour Maid Dom,2
Parlour Maid Dom. Servant,2
Parlour Maid Domestic Servant Unemployed,2
Parlour Maid Domestic Set,2
Parlour Maid Domestic Svt,2
Parlour Maid Sert,2
"Parlour Maid, Servant",2
Parlour Maid-Domestic Serv,2
Parlour Maid-Domestic Sevt,2
Parlour Maid-Domestic Svt,2
Parlour Maid. Domestic,2
Parlour Maid. Domestic Servant,2
Parlour Servant Domestic,2
Parlour maid - Domestic Servant,2
"Parlour-Maid, Domestic Servant",2
Parlour-Maid-Domestic Servt,2
Parlourmaid D.S.,2
Parlourmaid Domestic S.,2
Parlourmaid Domestic Servants,2
Parlourmaid and Domestic Servant,2
"Parlourmaid, Domestic Servt",2
Parlourmaid-Dom. Ser.,2
Parlours Maid,2
Parochial School Teacher,2
Part Devidend,2
Part Proprietor Newspaper,2
Partly Dividends,2
Partly Labourer,2
Partner in the Above Trade,2
Partry Baker,2
Party Baker,2
Past Mistress,2
Pastor,2
Pastry Bakr,2
Pat Miller,2
Patent Glazer,2
Patent Turner in Shirt Factory,2
Patent Turner in Wareroom,2
Patenturner,2
Pathy Session Clerk Assistant Housekeeper,2
Patter Maker,2
Pattern Changer,2
Pattern Maker at Railway Works,2
Pattern Maker in Engine Works,2
Pattern Maker in Shipyard,2
Pattern and Model Maker,2
Patternmaker Engineers,2
Patternmaker Linen Factory,2
Patternmaker in Ship Yard,2
Paultrer,2
Paultry Dealer,2
Paultry Merchant,2
Pauty Boy Domestic Servant,2
Paving,2
Pavior City Council,2
Paviours Labourer,2
Pavoir,2
Pawn - Proker,2
Pawn Broker Assnt,2
Pawn Broker Clerk,2
Pawn Broker and General Merchant,2
Pawn Broker and Jeweller,2
Pawn Broker's Porter,2
Pawn Brokers Clerk,2
Pawn Office Business,2
Pawn broker,2
Pawn-Broker,2
Pawnbrocker,2
Pawnbroker Apprentices,2
Pawnbroker Master,2
Pawnbroker and Draper,2
Pawnbroker and Farmer,2
Pawnbroker's Asst,2
Pawnbrokers assistant,2
Payver,2
Peddeler,2
Pedelar,2
Pedlar Daughter,2
Pedlar Dealer,2
Pedlar Travler,2
Pedlar. Tramp,2
Pedlars Son,2
Pedlear,2
Pedler and Dealer,2
Peel Winder,2
Peicer at Spinning Mills,2
Peicer in Mill Linen Factory,2
Penensioner Royal Horse Artellery,2
Pensinors Dauter,2
Pension Dealer,2
Pension From Cork Harbour Board,2
Pension Merchant,2
Pension and Labourer,2
Pensioned N T,2
Pensioned Nat. Teacher,2
Pensioned Natl Teacher,2
Pensioner (National Teacher),2
Pensioner (Naval),2
Pensioner (R.I.C.),2
Pensioner (Royal Artillery),2
Pensioner (Teacher),2
Pensioner - Natl Teacher,2
Pensioner 51st K O Y Infanty,2
Pensioner 91st Highlanders,2
Pensioner 96th Foot,2
Pensioner D.M.Police,2
Pensioner Ex Constable R.I.C,2
Pensioner Ex Serg R I C,2
Pensioner Ex Sergeant R. I. C,2
Pensioner Ex. Sergt. R. I. Consty.,2
Pensioner From Navy,2
Pensioner From R I Constabulary,2
Pensioner From R. I. C.,2
Pensioner From R.I.C.,2
Pensioner Infantry of the Line,2
Pensioner Irish Prison Service,2
Pensioner Irish Prisons Service,2
Pensioner Light Keeper,2
Pensioner National Teacher,2
Pensioner Police Constable,2
Pensioner Policeman,2
Pensioner Postman,2
Pensioner R I C and Boarder and House Keeper,2
Pensioner R I C and Farmer,2
Pensioner R I Const,2
Pensioner R I County,2
Pensioner R. I. Constable,2
Pensioner R. J. C.,2
Pensioner R. N,2
Pensioner R. Navy,2
Pensioner R.H.A,2
Pensioner R.I Consty,2
Pensioner R.I.C Farmer,2
Pensioner R.I.C. and Publican,2
Pensioner R.I.C. and Shop Keeper,2
Pensioner R.I.Const,2
Pensioner R.J.C.,2
Pensioner R.N.,2
Pensioner RIC and Farmer,2
Pensioner Retired Soldier,2
Pensioner Ric and Constabuly,2
Pensioner Richmond Agent,2
Pensioner Royal Horse Artillery,2
Pensioner Royal Irish Constabulary,2
Pensioner Sergt. R.I.C,2
Pensioner Telegraph Clerk,2
Pensioner U S America,2
Pensioner Under the Poor Law,2
Pensioner Widow,2
Pensioner and Clerk,2
Pensioner and General Labourer,2
Pensioner and Shop Keeper,2
Pensioner from American Army,2
Pensioner from Asylum,2
Pensioner from Brewery,2
Pensioner from D.M.P,2
Pensioner from Prison,2
Pensioner from Prison Service,2
Pensioner from R I C and Farmer,2
Pensioner from R I Constaby,2
Pensioner from R.I.C (Royla Irish Constabulary),2
Pensioner from Richmond Lunatic Asylum,2
Pensioner from Royal Field Artillery,2
Pensioner from Royal I C,2
Pensioner from the Navy,2
Pensioner from the R I C,2
Pensioner of 66 Regiment,2
Pensioner of D M P,2
Pensioner of R I Constabulary,2
Pensioner of R. I. C.,2
"Pensioner, Ex Sergt R. I. C",2
"Pensioner, R. I. C",2
"Pensioner, R.I.C.",2
Pensioner-Army,2
Pensioner-National School Teacher,2
Pensioner-R I C,2
Pensioner-Teacher,2
Pensioner: Ex Sergt R. I. C. and Grocer,2
Pensoner,2
Pensoner Army,2
Pensr Nat Education,2
Pentioner J C D,2
Pentioner from Indian Government,2
Peran Winder,2
Perforater,2
Performing Travler,2
Peril Winder,2
Perlener with Father,2
Permanent Way Railway Labourer,2
Permanent Way Railway and Sub Boy,2
Perrin Winder,2
Perron Winder,2
Personal Attendent,2
Petty Sessions Clerk Clocher and Maane,2
Petty Shop Keeper,2
Ph. Chemist,2
Phar Chemist,2
Pharmacautical Chemist,2
Pharmacist,2
Pharmacustical Chemist,2
Pharml Chemist,2
Photo Grapher,2
Photo Retoncher,2
Photo Retoucher,2
Photo Spatter,2
Photo-Assistant,2
Photo-Engraow,2
Photographer (Master),2
Photographer Apprentice,2
Photographer Artist,2
Photographer Assistant,2
Photographer Master,2
Photographer Unemployed,2
Photographer's Apprentice,2
Photographers and C,2
Photographic Asst,2
Photographic Dealer,2
Photographing,2
Photogropher,2
Phr Chemist,2
Physician M B R U I,2
Physician Wife,2
Physician and Surgen,2
Physician and Surgeon Dublin University,2
Physician and Surgeon General Practioner LRCS and PEOL and PRSS Land,2
Physician and Surgeon M.D. Edinburgh,2
Physician and Surgeon Royal Colleges of Physican and Surgeons Edinburgh,2
Physician and Surgeon and C,2
Physician and Surgion,2
Physician's Daughter,2
Physician-not Practising Trinity College Dublin Bachelor of Medicine,2
Physicians and Surgeon,2
Piano Fork Maker,2
Piano Teacher,2
Piano-Tuner,2
