occupation,count
Stitcher of Collars,1
Stitcher of Mill in Linnen Factory,1
Stitcher of Woollen and Linen Shirts,1
Stitcher-Shirt Tremmings,1
Stitcher-Ware House,1
Stitching Collars,1
Stitching Factory,1
Stitching Handkerchief,1
Stitching Machine Mechanic,1
Stitching Machinist,1
Stitchr,1
Stitcker,1
Stitecher,1
Stittcher in Linen Warehouse,1
Stm 5 Baly Semstress Regt,1
Stn Agent,1
Stn Masters Sister,1
Stn Masters Wife,1
Stn Sergt D M P,1
Stn Sergt D.M.P,1
Stn Sergt. D.M. Police,1
Stn-Master,1
Stn. Sergeant D.M.Police Superannuated,1
Stn. Sergt D.M Police,1
Sto Royal Navy,1
Stoaker,1
Stoaker Gas Works,1
Stoan Carter,1
Stoan Dresser,1
Stoan Manson Farmer,1
Stoan Meason,1
Stober in Linen Factory,1
Stober on Railway,1
Stocco Plasterer,1
Stock - Broker,1
Stock - Keeper,1
Stock ? Holder,1
Stock Baker,1
Stock Banker Official,1
Stock Barker,1
Stock Brockar,1
Stock Brocker,1
Stock Broken Clerk,1
Stock Broken Land,1
Stock Broken Office Messenger,1
Stock Broker & Land Agent,1
Stock Broker (T R Co Cavan),1
Stock Broker - Member of the Belfast Stok Exchange,1
Stock Broker Dublin Stock Exchange,1
Stock Broker Manager,1
Stock Broker Member of Belfast Stock Exchange,1
Stock Broker Votary Member Dublin S/E Public,1
Stock Broker and Agent,1
Stock Broker and Insec Agent,1
Stock Broker and Insurance Agent,1
Stock Broker and Managing Clerk,1
Stock Broker's Assistant,1
Stock Broker's Clk,1
Stock Broker's Manager,1
Stock Broker's Managing Clerk,1
Stock Broker's Porter,1
Stock Brokers,1
Stock Brokers Book Keeper,1
Stock Brokers General Clerk,1
Stock Brokers Manager,1
Stock Brokers Managing Assistant,1
Stock Brother Clerk,1
Stock Clerk in Quarry,1
Stock Exch,1
Stock Exchange,1
Stock Exchange Agent,1
Stock Exchange Clerk,1
Stock Exchange Stockbroker. Dublin,1
Stock Farmer,1
Stock Feeding,1
Stock Grazer,1
Stock Grazier,1
Stock Grazier and Caretaker,1
Stock Grazier is Caretaker,1
Stock Groom-Domestic,1
Stock Hakers Apprentice,1
Stock Keeper Linnen Warehouse,1
Stock Keeper Seryer Co,1
Stock Keeper Whole Sale Grocery,1
Stock Keeper in Commission Agent,1
Stock Keeper in Flax Spg Mill,1
Stock Keeper in Paper Store,1
Stock Keeper in a Linen Room,1
Stock Keeper to Manfr,1
Stock Keper in Linen Warehouse,1
Stock Labour,1
Stock Labourer Offical Clerk,1
Stock Makers Clerk,1
Stock Man Apprentice,1
Stock Manager and Shepherd,1
Stock Owker,1
Stock Room Clerk,1
Stock Room Employed,1
Stock Room Keeper,1
Stock Room Linen Warhouse,1
Stock Woden Apprentice,1
Stock and Share Broker's Clerk,1
Stock and Shared Dealer,1
Stock and Shares,1
Stock broker apprentice,1
Stock cutter,1
Stock on Divident,1
Stock-Broker,1
Stock-Broker J.P.,1
Stock-Broker's Clerk,1
Stock-Brokers Clerk,1
Stock-Brokers Daughter,1
Stock-Farmer,1
Stock-Keeper,1
Stock-Keeper in Iron Foundry,1
Stock-Keeper-Linen Unemployed,1
Stock-Owner,1
Stockbaker Linen,1
Stockboker,1
Stockbookers Clerk,1
Stockbrocker's Clerk,1
Stockbroker (Now Salamid Assistant),1
Stockbroker I.C.,1
Stockbroker Member of Dublin Stock Exchange,1
Stockbroker and Notary Public,1
Stockbroker clerk,1
Stockbroker's Assistant,1
Stockbrokers Accountant,1
Stockbrokers Porter Ex Sergt R I C,1
"Stockbrokers, Clerk",1
Stockbrokes Apprentice,1
Stockbroks and Insurance Agent,1
Stockbrooker (Apprentice),1
Stockbrudees Clerk,1
Stockeeper,1
Stockens Nitting,1
Stocker Brick Works,1
Stocker Gas Works,1
Stocker Linnen Factory,1
Stocker Plaster,1
Stocker in Bleach and Dye Works,1
Stocker in Flan Mill,1
Stocker in Gass Works,1
Stocker in Linen Factory,1
Stocker in Railway Works,1
Stocker in Shirt Farm,1
Stocker on Railway,1
Stocker on Steam Vessel,1
Stocker on Steam Vessels,1
Stockerer,1
Stockerer R.W,1
Stockhoker Clerk,1
Stocking Knitter Factory,1
Stocking Leger Factory Girl,1
Stocking Linker,1
Stocking Machineist,1
Stocking Machinist,1
Stocking Maker in Factory,1
Stocking Repairer,1
Stocking Seame,1
Stocking Seamer Factory Hosier,1
Stocking Seaner,1
Stocking Witting,1
Stocking-knitter,1
Stockkeeper Calico Printer,1
Stockkeeper and Linen Lapper,1
Stockmanager,1
Stockmanager and Herd,1
Stockowner,1
Stocks No Occupation,1
Stocks Shares and Montgage,1
Stocks and Land,1
Stockworker,1
Stoco Plasters,1
Stoctring Machinist,1
Stod Groom,1
Stoencutter,1
Stoho Man,1
Stoke Breaker Laborour,1
Stoke Plasterer,1
Stoke Worker,1
Stoke in Gas Works,1
Stoken Railway,1
Stoken in Cotton Mill,1
Stoken in Jr M Service,1
Stoker (Gasworks),1
Stoker (In City Gaswork),1
Stoker (Railway Signal),1
Stoker (Steamship),1
Stoker - (Factory),1
Stoker 1st Class,1
Stoker Aluminium Works,1
Stoker B Irish S.P Company,1
Stoker Bacon Works,1
Stoker Ballast Office,1
Stoker Board Ship,1
Stoker Camp Station,1
Stoker Channel Steamer,1
Stoker Electric Light,1
Stoker Engine in Science and Art Museam Realey,1
Stoker English Navy,1
Stoker Farmer Factory,1
Stoker Foreman Gas Work,1
Stoker G S W Rly,1
Stoker G. S. and W. K.,1
Stoker G.N.R.,1
Stoker Gas,1
Stoker Gas Work,1
Stoker Gas Works (Unemployed),1
Stoker H. M. S,1
Stoker H.M. Navy,1
Stoker Ingass,1
Stoker Irish Distillery,1
Stoker L Factory,1
Stoker Linen Fact,1
