occupation,count
House Atendance,1
House Attend,1
House Auties,1
House Beching,1
House Biuness,1
House Blaster,1
House Bordor,1
House Borer,1
House Boy,1
House Boy Domestic Servant,1
House Boy Domestic Servt,1
"House Boy, Domestic Servant",1
House Breaker,1
House Builder and c,1
House Builders Labourar,1
House Building,1
House Building Contractor,1
House Buildings,1
House Buinefe,1
House Buiseness,1
House Buisnes,1
House Bunife,1
House Business Domestic,1
House Business and Farmer,1
House Bussiness,1
House Bussns,1
House Buyer D S,1
House C?per,1
House Camter Employed,1
House Capenter,1
House Capenter Employed,1
House Care,1
House Care Taker,1
House Carp,1
House Carpainter,1
House Carpanter and Farmer,1
House Carpenboron Strike,1
House Carpentar,1
House Carpenter (Apprentice),1
House Carpenter (Master),1
House Carpenter (Retired),1
House Carpenter Employed,1
House Carpenter Emply,1
House Carpenter Retired,1
House Carpenter and ?,1
House Carpenter at Works,1
House Carpenter unemployed,1
House Carpenter-Unemployed,1
House Carpenters Apprentice,1
House Carpenters Domestic Servant,1
House Carpentr,1
House Carpinter,1
House Carpt,1
House Carptener,1
House Carptiner,1
House Carptner,1
House Catcher,1
House Ceaper,1
House Ceeper and Farmers Daughter,1
House Ceeping,1
House Cepper,1
House Chamber Md D Servt,1
House Chambermaid Domestic Servant,1
House Chg,1
House Clean and Daily Worker,1
House Cleaner Charwoman,1
House Cleaning ?,1
House Clener,1
House Cleoning,1
House Cook Domestic Servant,1
House Corpenter,1
House Cosiness,1
House Craper,1
House Creeper,1
House Cuping,1
House Cupper,1
House D S,1
House Dame,1
House Decorater (Master),1
House Decoration (Manager),1
"House Decorator ""Master"",",1
House Decorator and Contractor,1
House Decrators,1
House Deenator,1
House Desorater,1
House Dindinds,1
House Dividend,1
House Dividends Interest of Money,1
House Dividends Money Invested,1
House Dividends and Annuity,1
House Domestic Ser,1
House Domestic Servant and Parlour Maid,1
House Domestic Sevt,1
House Domestics,1
House Drawer,1
House Driver,1
House Driver In Lead Works,1
House Duestey,1
House Duetie,1
House Duities,1
House Duties Athome,1
House Employ,1
House Employed,1
House Estate Agent,1
House Famer,1
House Farmer,1
House Finance Keeper,1
House Fitter in Foundry,1
House Flar Maid Domestic Servant,1
House Foremaker,1
House Foreman and Painter,1
House Foreman in Public,1
House Furnicher,1
House Furnisher (Master),1
House Furnisher Apprentice,1
House Furnisher-Master,1
House Furnishing,1
House Furnishing Agent,1
House Furnishing Assistant,1
House Furnishing Commercial Traveller,1
House Furnishing Trade Apprentice,1
House Furnishor,1
House Furnister,1
House Gardiner,1
House General Servant,1
House General Servant Domestic,1
House Gorder,1
House Gradener,1
House Grand Son,1
House Groom,1
House Groom Domestic,1
House Haulder,1
House Helping,1
House Helping at Home,1
House Hepper,1
House Herd Boy,1
House Hold Acting,1
House Hold Birens,1
House Hold Duites,1
House Hold Duities,1
House Hold Duties as Head of Family,1
House Hold Duty Too,1
House Hold Industry,1
House Hold Living,1
House Hold Misters,1
House Hold Service,1
House Hold Work Domestic Servant,1
House Hold Work at Home,1
House Hold Worker,1
House Hold duties,1
House Holde,1
House Holden,1
House Holder (Farmers Wife),1
House Holder Farmer,1
House Holder Funnished Lodging Housekeeper,1
House Holder Incoms from Houses,1
House Holder Keeps Boarders,1
House Holder No Employment,1
House Holder No Occupation,1
House Holder Out of House Let,1
House Holder and Car Proprieter,1
House Holder and Retired Merchant,1
House Holder and Seamstress,1
House Holder's Daughter,1
House Holds Duties,1
House Home Work,1
House Hould Worker,1
House Houlder,1
House Housekeeper,1
House Improver,1
House Ireland Domestic Servant,1
House Jobber,1
House Joblear,1
House Joiner Unemployed,1
House Joiner on Strike,1
House Jwinsshers,1
House K Daughter,1
House Kapper,1
House Keaver,1
House Keeder,1
House Keeer,1
House Keeing,1
House Keekeoper,1
House Keekeper,1
House Keeler,1
House Keelper,1
House Keep and Wife,1
House Keep at Home,1
House Keepear,1
House Keeped,1
House Keepee,1
House Keepeeper,1
House Keepeing,1
"House Keeper ""Domestic Servant""",1
House Keeper (Assist),1
House Keeper (Assistant),1
House Keeper (D Servant),1
House Keeper (D. Servant),1
House Keeper (Do Se),1
House Keeper (Dom Servant),1
House Keeper (Domestic,1
House Keeper (Domestic S),1
House Keeper (Domestic Servt),1
House Keeper (General),1
House Keeper (HC),1
House Keeper (In recpt of Relief Money),1
House Keeper (Land Commission Offices),1
House Keeper (Own Home),1
House Keeper (Retired),1
House Keeper (Unemployed),1
House Keeper - Domestic,1
House Keeper - Game Keeper,1
House Keeper - Wife,1
House Keeper Agricultural,1
House Keeper Agrl,1
House Keeper Annunities,1
House Keeper Annuties,1
House Keeper Asistant,1
House Keeper Ass,1
House Keeper Asst,1
House Keeper Carpenter,1
House Keeper Char Woman,1
House Keeper Cook and c Domestic,1
House Keeper Court Bank?,1
House Keeper D C Servant,1
House Keeper D. M.,1
House Keeper D. S.,1
House Keeper D. Servant,1
House Keeper D.S,1
House Keeper D.S.,1
House Keeper DS,1
House Keeper Dairywoman,1
House Keeper DalandHouse Keeper Ireland,1
House Keeper Dc Servant,1
House Keeper Do Servt,1
House Keeper Dom Ser,1
House Keeper Dom-Servt,1
House Keeper Domc,1
House Keeper Dome,1
House Keeper Dome Servt,1
House Keeper Domest,1
House Keeper Domestc,1
House Keeper Domestck Sevat,1
House Keeper Domestic Keeper,1
House Keeper Domestic Sernt,1
House Keeper Domestic Serv,1
House Keeper Domestic Servan,1
House Keeper Domestic Servat,1
House Keeper Domestic Servnt,1
House Keeper Domestic Sev,1
House Keeper Domestic Sevt,1
House Keeper Domestic St.,1
House Keeper Domestic Unemployed,1
House Keeper Domestic se,1
House Keeper Domet,1
House Keeper Domistic,1
House Keeper Domt Servant,1
House Keeper Ds,1
House Keeper Dt Servant,1
House Keeper Dtc Snt,1
House Keeper E,1
House Keeper Ed,1
House Keeper Emp,1
House Keeper Employed at Home,1
House Keeper Farm Servant,1
House Keeper Farmer Daughter,1
House Keeper For Fasher,1
House Keeper For Self,1
House Keeper Forself,1
House Keeper General Domestic Servt,1
House Keeper Grocey,1
House Keeper H M,1
House Keeper H. Wife,1
House Keeper Help,1
House Keeper Her Own,1
House Keeper Horse in her Owen,1
House Keeper House,1
House Keeper House of Rest,1
House Keeper Hue,1
House Keeper Husband at Sea,1
House Keeper Income Husband Ins,1
House Keeper Interest of House Property,1
House Keeper Labourers Wife,1
House Keeper Lives on Interest from Money,1
House Keeper Lodging House Keeper,1
House Keeper Maid,1
House Keeper Man,1
House Keeper Merely,1
House Keeper Mistress,1
House Keeper National Gallery,1
House Keeper Nil,1
House Keeper No Business,1
House Keeper No Employment,1
House Keeper No Occpation,1
House Keeper No Profession,1
House Keeper Not Working,1
House Keeper Now Visitor,1
House Keeper Nustress,1
House Keeper Out of Employment,1
House Keeper Own Family,1
House Keeper Par Cather,1
House Keeper Pensioner,1
House Keeper Presbyterian Widows Gurd,1
House Keeper Public,1
House Keeper Retired,1
House Keeper Rl Coll Sc I,1
House Keeper Savings Bank,1
House Keeper Servt,1
House Keeper Servt Domestic,1
House Keeper Shop Assistant,1
House Keeper Shopkeeper,1
House Keeper Sister,1
House Keeper Small Framer,1
House Keeper Supported by Husband,1
House Keeper Table Maid,1
House Keeper Theatre ?,1
House Keeper Waddow,1
House Keeper Workingout,1
House Keeper and,1
House Keeper and (Small) Farmer,1
House Keeper and Apprentice to Grocery,1
House Keeper and Assistant in Post Office,1
House Keeper and C and C,1
House Keeper and Caretaker of Dispensary,1
House Keeper and Carshire,1
House Keeper and Collier,1
House Keeper and Companion,1
House Keeper and Cook Domestic,1
House Keeper and Cook Domestic Servt,1
House Keeper and Cook Doms Servant,1
House Keeper and Cook General Servant,1
House Keeper and Cottier,1
House Keeper and Dairying,1
House Keeper and Dealer,1
House Keeper and Domestic St,1
House Keeper and Domestic-Servant,1
House Keeper and Farmer Daughter,1
House Keeper and Farmers Daughter,1
House Keeper and Gate Keeper,1
House Keeper and General Domestic Servant,1
House Keeper and General Servant (Domestic),1
House Keeper and Genl Servt Domestic,1
House Keeper and Hd of Fmly,1
House Keeper and Herd,1
House Keeper and Home,1
House Keeper and House Wife,1
House Keeper and Income from Husband Serving in Army,1
House Keeper and Librarian,1
House Keeper and Manager Four Courts,1
House Keeper and Parlour Maid,1
House Keeper and Pension from Haylam Board,1
House Keeper and Publican,1
House Keeper and Samestres,1
House Keeper and Scholar,1
House Keeper and Servan,1
House Keeper and Servant Domestic,1
House Keeper and Servt,1
House Keeper and Sewer,1
House Keeper and Shop,1
House Keeper and Shop Helper,1
House Keeper and Shop Keeper,1
House Keeper and Sister,1
House Keeper and Stitcher,1
House Keeper and Washer,1
House Keeper at Home ? Genl Servant Domestic,1
House Keeper at Home at Home,1
House Keeper at House,1
House Keeper at Present,1
House Keeper etc,1
House Keeper for,1
House Keeper for Above,1
House Keeper for Dispensary Dist of Listowel,1
House Keeper for Ed J Stock Gas as Master ? in Lab,1
House Keeper for Family no Occupation,1
House Keeper for Parents,1
House Keeper for her Father,1
House Keeper in Castle,1
House Keeper in Flax,1
House Keeper in Own Home,1
House Keeper in R. I. C. Barrack,1
House Keeper in Thread Factory,1
House Keeper in one Home,1
House Keeper in the Family,1
House Keeper not Employed,1
House Keeper of Bank Premises,1
House Keeper of the Landed Estate Court,1
House Keeper on Farm,1
House Keeper or Cooks,1
House Keeper or Farmer's Daughter,1
House Keeper or House-Holder,1
House Keeper or Mother,1
House Keeper out of employt,1
House Keeper servant,1
House Keeper to Beer Brothers,1
House Keeper to Her Father,1
House Keeper to Scanely,1
House Keeper to Sister,1
House Keeper to her Father,1
House Keeper to her Husband,1
House Keeper to her Mother,1
