occupation,count
Land Owner Land Agent and Civil Engineer,1
Land Owner M.A. Oxon.,1
Land Owner Maj and J P,1
Land Owner Matron,1
Land Owner T P,1
Land Owner Undergraduate Trinity College,1
Land Owner Vd I.P.,1
Land Owner and Agent Secy. to Bd. of Conservation,1
Land Owner and Annuity,1
Land Owner and C.E.,1
Land Owner and Ergre Literary and Scientific Writer and Author,1
Land Owner and Financier,1
Land Owner and Grazier,1
Land Owner and Hotel Keeper,1
Land Owner and I.B,1
Land Owner and IPs,1
Land Owner and Interest of Money,1
Land Owner and J G and D S for Carmartte Shire Sortte Wales,1
Land Owner and J P,1
Land Owner and Labour Employer,1
Land Owner and Land Agent J.P.,1
Land Owner and Occupier J. P. B. A. Min Cole Dublin,1
Land Owner and Occupier J. P. B. A. T. C. D.,1
Land Owner and Paying Guest,1
Land Owner and Plans Merchant,1
Land Owner and Retired Captain (Militia),1
Land Owner and Share Owner,1
Land Owner and T P,1
Land Owner as Tenant,1
Land Owner in Australia,1
Land Owner in Republic of Uruguay S. America,1
Land Owner in Share Holder,1
Land Owner in her Own Right,1
Land Owner of Proprietor of Glass Bottle Factory,1
Land Owner's Daughter,1
Land Owner's Son,1
"Land Owner, Agent and C",1
"Land Owner, Farmer and Coroner",1
"Land Owner, Farmer and c",1
"Land Owner, Farmer, and Coal Merchant",1
"Land Owner, Grapier Justice of Peace",1
"Land Owner, I. P.",1
Land Owner-J.P. and D.L. Served as High Keriff,1
Land Owner-Late 17th Regt,1
Land Owners Meal Surveyor,1
Land Ownr Dividens,1
Land Pratiton,1
Land Property Gentleman,1
Land Proprieter,1
Land Proprieters,1
Land ProprietonessLand Proprietoress,1
Land Proprietor J.P.,1
Land Proprietor Justice of the Peace,1
Land Proprietor and D L,1
Land Proprietor and Farmer,1
Land Propritor,1
Land Propritoress,1
Land Quanity,1
Land Revenew Officer Domestic,1
Land Revenew Officer Wife of M,1
Land Salesman,1
Land Scap Gardener,1
Land Scape Gardener,1
Land Servant-Domestic,1
Land Seward,1
Land Sewer,1
Land Sower,1
Land Srvd and Farmer,1
Land Steuart,1
Land Stevard,1
Land Stewad,1
Land Steward D Servt,1
Land Steward D. Servant,1
Land Steward Daughter,1
Land Steward Domestic,1
Land Steward Domestic Servt,1
Land Steward Domestic Servt.,1
Land Steward Domestic Svt,1
Land Steward Estate Baliff,1
Land Steward Gardener,1
Land Steward M. L. Asylum,1
Land Steward Out of Employment,1
Land Steward Retired,1
Land Steward Son,1
Land Steward Unempld,1
Land Steward and Agent,1
Land Steward and Garden,1
Land Steward and Gardeners Wife,1
Land Steward and Herd,1
Land Steward and Land Man,1
Land Steward and Manager Wife,1
Land Steward and Pensioner Royal Mariner,1
Land Steward and R.I.C Pensioner,1
Land Steward and Small Farmer,1
Land Steward's Wife,1
Land Steward-Domestic,1
Land Steward-Domestic Servant,1
Land Steward-and Sergt on Pension From R. I. C.,1
Land Stewardess,1
Land Stewart and Farmer,1
Land Stewart and Gardener,1
Land Stewart on Farm,1
Land Stewart's Daug,1
Land Stewart's Wife,1
Land Stewarts Wife,1
Land Stewerd,1
Land Stewert,1
Land Steword,1
Land Strward,1
Land Stueart,1
Land Stuert,1
Land Stward and Gardener Unemployed,1
Land Stwart,1
Land Stweard and Gardener,1
Land Survayer and Farmer,1
Land Surveyor (Ordnance Survey Department),1
Land Surveyor (Ordnance),1
Land Surveyor Unemployed,1
Land Surveyor Valuer and Civil Engineer,1
Land Surveyor and C,1
Land Surveyor and Clerk in County Council Office,1
Land Surveyor and Grocer,1
Land Surveyor and Shopkeeper,1
Land Surveyor's Asst,1
"Land Surveyor, Retired",1
Land Surveyors Daughter,1
Land Surveyors and Farmer,1
Land Suryeyor,1
Land Suveyor,1
Land Sward,1
Land Tenant,1
Land Valuators Assistant,1
Land Valuer B. A. Dublin University,1
Land Valuer and Farmer,1
Land Valuer and Mapper,1
Land agent retired major,1
Land agent's Clerk,1
Land and Bank Dividends,1
Land and Commision Agent,1
Land and Dividends ? P for Co Down,1
Land and Dividens,1
