occupation,count
Machine Knitler,1
Machine Knitter Unemployed,1
Machine Knittes,1
Machine Knittor,1
Machine Labourer in Iron Foundry,1
Machine Labourer in Ship Yard,1
Machine Lawyer,1
Machine Leader in Printer Office,1
Machine Linen Lapper,1
Machine Linker,1
Machine Machinac,1
Machine Maker and c Engineer,1
Machine Maker at Rly,1
Machine Man (Foundry),1
Machine Man At Works,1
Machine Man Engineer Shop,1
Machine Man Engineer Works,1
Machine Man Factory,1
Machine Man Fitter-Iron Works,1
Machine Man Foundry,1
Machine Man Iron Ws,1
Machine Man Linen Factory,1
Machine Man Paper Maker in Paper Mill,1
Machine Man Printer,1
Machine Man Railway,1
Machine Man Sawer,1
Machine Man Screwing Ship Yd,1
Machine Man Spinning Factory,1
Machine Man Unemployed,1
Machine Man at Factory,1
Machine Man at Ry Works,1
Machine Man at Ship Yard,1
Machine Man in Boat Yard,1
Machine Man in Dye Works,1
Machine Man in Engine Work,1
Machine Man in Enginers Shop,1
Machine Man in Flax Mill,1
Machine Man in Iron Works,1
Machine Man in Printing House,1
Machine Man in Printing Office,1
Machine Man in Railway Works,1
Machine Man in Rope Factory,1
Machine Man in Saw Mill,1
Machine Man in Ship Yard,1
Machine Man in Ship Yd,1
Machine Man in Wood Yard,1
Machine Man in Works,1
Machine Man on Linen Factory,1
Machine Man on Railway,1
Machine Marker,1
Machine Marker in Biscuit Factory,1
Machine Master Hackling Linen Works,1
Machine Master Roughing,1
Machine Master in Factory,1
Machine Master in Flax Factory,1
Machine Master in Linen Factory,1
Machine Master in Spinnig Mill,1
Machine Master in Spinning Mill,1
Machine Master in Thraed Factory,1
Machine Mecanic,1
Machine Mechanic Apprentice,1
Machine Mechanic Cycle and Sewing,1
Machine Mechanick,1
Machine Mending Mechanc,1
Machine Merchant,1
Machine Mill Hand,1
Machine Minder in Rope Work,1
Machine Molder,1
Machine Moulder in Bress Shop,1
Machine Neller in Wareroom,1
Machine Oiler Machine Boy in Factory,1
Machine Oiler Macihen Boys,1
Machine Oiler in Factory,1
Machine Oiler in Labourer Factory,1
Machine Oiler in Macihen Factory,1
Machine Packer,1
Machine Painter Man,1
Machine Paper Reeler,1
Machine Plainer,1
Machine Plainer in Works,1
Machine Planer (Engineering Works),1
Machine Prcess Printer,1
Machine Printer Assistant,1
Machine Printer and Compo,1
Machine Printer in Print Works,1
Machine Printers,1
Machine Printers Feeder,1
Machine Reaver,1
Machine Reeler,1
Machine Room Boy in Sping Mill,1
Machine Saving ?and c,1
Machine Sayen,1
Machine Sayer,1
Machine Screwer,1
