occupation,count
Annuity of ? 26 per ann derrived from Land,1
Annuity of Insurance No Profession,1
Annuity of Land,1
Annuity on Land,1
Annuity to Shearer,1
"Annuity, Landed Property",1
Annuity-Dividends,1
Annuitys,1
Annulties,1
Annunitent,1
Annunities,1
Annunity,1
Annutant No Profession,1
Annuter,1
Annutiant,1
Annutient and Emplou of Kynoch Lt,1
Annutier,1
Annuties None,1
Annuties and Dividends,1
Annuties from Land,1
Annuties from Lands,1
Annuty (Pargators),1
Annuty and Land,1
Anot a School,1
Anprentice,1
Anrecultural Labourer,1
Anstioneer,1
Antioner,1
Antique Dealer,1
Antist,1
Anuety,1
Anuiety,1
Anuity No Occupation,1
Anutyant,1
Anvil Maker,1
Anything Impornt,1
Anything Relief,1
Ao Scholar,1
Ap,1
Ap Baker,1
Ap Boiler Maker,1
"Ap Boiler, Maker",1
Ap Brass Finisher,1
Ap Brass Moulder,1
Ap Bricklayer,1
Ap Butcher,1
Ap Cabinetmaker,1
Ap Card Cutter,1
Ap Cashier,1
Ap Clerk Country House,1
Ap Clerk Linen Business,1
Ap Clerk and Solicitor,1
Ap Draper,1
Ap Druggist,1
Ap Engine Fitter at Works,1
Ap Engineer,1
Ap Joiner,1
Ap Labourer,1
Ap Machenick,1
Ap Mechanic,1
Ap Plater Ships,1
Ap Plumer,1
Ap Rivvetter,1
Ap Solicitor,1
Ap Spibheal and Maker,1
Ap Upholster,1
Ap tailoress,1
Ap to Book Binding,1
Ap to Coach Making,1
Ap to W Rooms,1
Ap-Iron Moulder,1
Ap. Baker,1
Ap. Compositor,1
Ap. Drapery,1
Ap. Dressmaker,1
Ap. Engineer,1
Ap. Gasfetter,1
Ap. Woodturner,1
Ap. to Boot Trade,1
Ap. to Druggist,1
Ap? Coachmaker,1
Apce Carpenter,1
Ape Blacksmith,1
Ape Saddler,1
Apen Carpe,1
Apentes Plater,1
Apentice Draper,1
Apentice Fitter,1
Apentice Stone Mason,1
Aperentice Cutter in Factory,1
Aperinties Boat B,1
Apert Dressmaker,1
Apets Blacksmith,1
Apholsterer,1
Apintice Carpenter,1
Apitontion Father's Shop,1
Aplate Layer G N R I,1
Aplioloters,1
Apolstress,1
Apoon Stitcher,1
Apoth? Apprentice,1
Apothccary Assistant,1
Apothecards Apprentice,1
Apothecarie,1
Apothecaries Packer Labourer,1
Apothecaries Porter,1
Apothecary (Assistant),1
Apothecary Apothecaras Hall Dublin,1
Apothecary Asst,1
Apothecary Dublin Physician and Surgion,1
Apothecary Licentiate Apothiconies Hall Ireland,1
Apothecary Not Practcing,1
Apothecary S A H Dublin,1
Apothecary S. A. H. J,1
Apothecary Wife,1
Apothecary and C,1
Apothecary and Chemist,1
Apothecary of Land Owner,1
Apothecary's Assist,1
Apothecary's Porter,1
Apothecary's Wife Retired,1
Apothecarys Assistant,1
Apothecasep assistant unemployed,1
Apothecasy,1
Apothecay Student of Medical,1
Apothecory,1
Apotheosize Assistant,1
Apotherary's Messenger,1
Apothesary,1
Apothesay and Student of Medicine,1
Apottiecarier Assistant,1
Apoulsteress,1
App - Wholesale Draprey,1
App Angle I Smith,1
App Baker,1
App Black Smith,1
App Caulker in Ship Yard,1
App Caulker in Shipyard,1
App Cigarette Maker,1
App Civil Engeneer,1
