occupation,count
Draperer's Assistant,1
Draperers Assistant,1
Draperers Unemployed,1
Draperes Clerk,1
Draperes Saleswoman,1
Draperes assistant,1
Draperess Apprentice,1
Draperess Unemployed,1
Draperey,1
Draperey Agent Unemploy,1
Draperey Buyer,1
Draperey Porter,1
Draperies,1
Draperiess,1
Draperness,1
Draperry Travlers,1
Drapers (Master),1
Drapers (Superintendent),1
Drapers Accountants,1
Drapers Apperntice,1
Drapers Appr,1
Drapers Apprentce,1
Drapers Apprentice Employed,1
Drapers Apprentice-Unemployed,1
Drapers Aprentice,1
Drapers Asitant,1
Drapers Assiant,1
Drapers Assinstant,1
Drapers Assisant,1
Drapers Assistan,1
Drapers Assistant (Wholesale),1
Drapers Assistant Apprentice,1
Drapers Assistant Domestic Servant,1
Drapers Assistant Employed,1
Drapers Assistant General,1
Drapers Assistant Out of Employment,1
Drapers Assistant and Publican,1
Drapers Assistant out of Employment,1
Drapers Assistants,1
Drapers Assistent,1
Drapers Assistnt,1
Drapers Assit,1
Drapers Assstant,1
Drapers Asst Unemployed,1
Drapers Asstant,1
Drapers Asstnt.,1
Drapers Canvasser,1
Drapers Cashgirl,1
Drapers Clerk Assistant,1
Drapers Clerk Lodger,1
Drapers Clerk Managing,1
Drapers Clerk Unemployed,1
Drapers Clerkers,1
Drapers Clerkess,1
Drapers Clk,1
Drapers Comercial Traveller,1
Drapers Commercial Travellers,1
Drapers Correspondent Clerk,1
Drapers Curate,1
Drapers Daughters,1
Drapers Despatch Clerk,1
Drapers Grocer and General Merchant,1
Drapers Grocery and Spirit Merchant,1
Drapers Head Porter,1
Drapers J P,1
Drapers Manageress,1
Drapers Massinger,1
Drapers Mesanger,1
Drapers Message Boy,1
Drapers Messanger,1
Drapers Messenger Newsagent,1
Drapers Messinger,1
Drapers Monager,1
Drapers Parolds Unemployed,1
Drapers Pedler,1
Drapers Porter Retired,1
Drapers Porters,1
Drapers Retired Clerk,1
Drapers Salesgirl,1
Drapers Saleswoman Commercial clerk,1
Drapers Saleswomen,1
Drapers Salewoman,1
Drapers Shop,1
Drapers Shop Keeper,1
Drapers Shop Manager,1
Drapers Shop Shop Keeper,1
Drapers Shops Assistant,1
Drapers Superintendent,1
Drapers Traveler,1
Drapers Travellar,1
Drapers Warehouse Packer,1
Drapers Warehouseman,1
Drapers Warehousemen,1
Drapers Warhouseman,1
Drapers and Hardware Merchant,1
Drapers and Newsagent,1
Drapers and Shop Assistant,1
Drapers manager,1
"Drapers, Assistant",1
"Drapers, Shopassistant",1
Drapers-Messenger,1
Drapers-Porter,1
Drapers-Superintendend,1
Drapers-Traveller,1
Drapers. Assistant,1
Drapers. Traveller,1
Draperss Assist,1
Drapery (Apprentice),1
Drapery (Fancy Dept),1
Drapery Accountants,1
Drapery Aprentice,1
Drapery Assitant,1
Drapery Backer,1
Drapery Bayer,1
Drapery Book keeper,1
Drapery Bookkeeper,1
Drapery Boots and Shoes,1
Drapery Breyar,1
Drapery Bucker,1
Drapery Buiness,1
Drapery Buisness,1
Drapery Business Foreman,1
Drapery Business Girl,1
Drapery Business Traveller,1
Drapery Bynn's,1
Drapery Comercial Traveller,1
Drapery Comerical Traveller,1
Drapery Commerce,1
Drapery Commercial,1
Drapery Commercial Travler,1
Drapery Commerial Traveller,1
Drapery Commission Agent,1
Drapery Cuterer,1
Drapery Drapery,1
Drapery Estableshed Forwoman,1
Drapery Established,1
Drapery Establishment,1
Drapery Establishment Secretary,1
Drapery Establisted,1
Drapery General Saleswoman,1
Drapery Hauker,1
Drapery Insiness,1
Drapery Invoice Clerk,1
Drapery Job Dealer,1
Drapery Labswoman,1
Drapery Labuman Unimployed,1
Drapery Loops Com. Traveller,1
Drapery Manufactures Agent,1
Drapery Merchant and a Justice of the Peace,1
Drapery Messenger,1
Drapery No Professions,1
Drapery Office Assistant,1
Drapery Office Clerk,1
Drapery Pay Clerk,1
Drapery Profession,1
Drapery Proprietor,1
Drapery Retired Merchant,1
Drapery Sales Girl,1
Drapery Sales-Unemployed,1
Drapery Salewoman,1
Drapery Secretary,1
Drapery Shop Assist,1
Drapery Shop Assistence,1
Drapery Shop Hand,1
Drapery Shop Man,1
Drapery Shop Messenger,1
Drapery Shop Owner,1
Drapery Shop Woman,1
Drapery Shop-Owner,1
Drapery Shopman Unemployed,1
Drapery Store Proprietor,1
Drapery Superintandant,1
Drapery Superintendant,1
Drapery Superintendent,1
Drapery Superntent,1
Drapery Trade (Master),1
Drapery Travellar,1
Drapery Travellor and Engineer,1
Drapery Travler,1
Drapery Travller,1
