occupation,count
Foreman Cabinetmaker,1
Foreman Capestone,1
Foreman Card Cutter Show Cards,1
Foreman Carder,1
Foreman Carman,1
Foreman Carman Juner,1
Foreman Carman Sener,1
Foreman Carpenter Employed,1
Foreman Carpenter GS and WK,1
Foreman Carpentor,1
Foreman Carpet Cleaning Works,1
Foreman Carriage Builder,1
Foreman Carrier,1
Foreman Carriers Yard,1
Foreman Carter Labourer,1
Foreman Carysenter,1
Foreman Cement Works,1
Foreman Cemetery Labourer,1
Foreman Chemical Manure Works,1
Foreman Chemist,1
Foreman Civil Engineer,1
Foreman Cloth Finisher,1
Foreman Cloth Lapper,1
Foreman Cloth Passer,1
Foreman Clother Cutter,1
Foreman Coach Engine Painter,1
Foreman Coachbuilder,1
Foreman Coachmaker,1
Foreman Collar and Horse Maker,1
Foreman Compositer,1
Foreman Concreter Harbour Works Cork,1
Foreman Confectioner,1
Foreman Copperwork,1
Foreman Crystalbrook Dairy,1
Foreman Currier,1
Foreman Cutlar Failors,1
Foreman Cutter (Tailors),1
"Foreman Cutter, Leather",1
Foreman Cycle Mechanic,1
Foreman Dock Labourer,1
Foreman Draper,1
Foreman Draughtsman,1
Foreman Drawer,1
Foreman Drawer Woolen Factory,1
Foreman Dray-Man,1
Foreman Drier Treated Linen Yarn,1
Foreman Dundry Works,1
Foreman Dyer Cotton and Linen,1
Foreman Dyer and Finisher,1
Foreman Dyer in Dye and Bleach Works,1
Foreman Embroidery,1
Foreman Enameller,1
Foreman Engine Fitter in Distillery,1
Foreman Engine Fitter in Passage Dock Yard,1
Foreman Engine Smith,1
Foreman Engine Smith G.S.W.Ry Works,1
Foreman Engineer,1
Foreman Engineer M E (Mechanical),1
Foreman Enginers,1
Foreman Engins Fitter,1
Foreman Erecting Engineer,1
Foreman Explosives Factory,1
Foreman Explosives Works,1
Foreman Fancy Box Making,1
Foreman Fishing Dpt Wollen Mills,1
Foreman Flassdresser,1
Foreman Flax,1
Foreman Flaxderess,1
Foreman Flyor Finerton,1
Foreman Fowls Butcher,1
Foreman G N. Rly,1
Foreman Gal. Co,1
Foreman Ganger,1
Foreman Gardener (Domestic Servant),1
Foreman Gardener Dom,1
Foreman Gardener-Domestic Servant,1
Foreman Garrier,1
Foreman Gas Office,1
Foreman Gas-Works,1
Foreman Goods Checker on Railway,1
Foreman Grocer Eldest,1
Foreman Grocer's Assistant,1
Foreman Gunmaker,1
Foreman H.O.D,1
Foreman Hackele,1
Foreman Hatter,1
Foreman In Tramway Depot,1
Foreman Iron Dresser,1
Foreman Iron Moulder,1
Foreman Iron Ship Wright,1
Foreman Lab,1
Foreman Lab and Vintner,1
Foreman Laberour,1
Foreman Laboure,1
Foreman Laboure at Water Works,1
Foreman Labourer (Yard Man Charge of Horses),1
Foreman Labourer Coal Yard,1
Foreman Labourer L and N.W Ry.,1
Foreman Labourer Railway,1
Foreman Labourer Ship Yard,1
Foreman Labourer in (Brewery),1
Foreman Labourer in Brewery,1
Foreman Labourer in Brick Yard,1
Foreman Labourer in Coal Yard,1
Foreman Labourer in Quay,1
Foreman Labourer in Ship Yard,1
Foreman Labourer on G N Railway,1
Foreman Lady Timber Yard,1
Foreman Lapper in Flax Spinning Mill,1
Foreman Lawyer,1
Foreman Linen Bleacher,1
Foreman Linen Bleachere,1
Foreman Linen Lopper,1
Foreman Linsud Oil Mill,1
Foreman Liverpool Steams Eng Sheds,1
Foreman Livery Yard,1
Foreman Lopper,1
"Foreman Low Stear Crain Driver, D.G.S.S. Co",1
Foreman M G Wk,1
Foreman Machanic in Flax Factory,1
Foreman Machin Fitter,1
Foreman Machine Baker and Repairer in Factory,1
Foreman Machine Maker,1
Foreman Machine Operator,1
Foreman Malsteter,1
Foreman Malt House Inn,1
Foreman Manure Works,1
Foreman Marine Engine Fitter at Works,1
Foreman Mason (Railway),1
Foreman Mason and Bricklayer,1
Foreman Mechanic Engineering Deptmt G.P.O. Cork,1
Foreman Mechanic Linen,1
Foreman Mechanic Railway,1
Foreman Mechanic at Work,1
Foreman Mechanic in Doagh Flax Mill,1
Foreman Mechanic in Flax Spinning Mill,1
Foreman Mechanical Engineer at Factory,1
Foreman Mechanical and Ventilating Engineer,1
Foreman Merchant,1
Foreman Miles Man on G. S. W. R.,1
Foreman Military,1
Foreman Mill Labourer,1
Foreman Mill Mechanic,1
Foreman Millwright,1
Foreman Moulder,1
Foreman National Telephone Company,1
Foreman Navvy Overseer,1
Foreman Oil Works,1
Foreman Over Engine Works in Brewry,1
Foreman Over General Iron Work 20 Gate Railway and C,1
Foreman Over Labourer,1
Foreman P.W.G.S.W Railway,1
Foreman Packer,1
Foreman Packing Case Factory,1
Foreman Paint Mixer,1
Foreman Paint Mr,1
Foreman Painter and ?,1
Foreman Painter and Decorator,1
Foreman Paper Boy Manufacturer,1
Foreman Paper Maker,1
Foreman Parior,1
Foreman Patternmaker,1
Foreman Pavior,1
Foreman Penmorn,1
Foreman Photo-Engraver,1
Foreman Pipelayer,1
Foreman Plaster,1
Foreman Plasterer,1
Foreman Plate Lower,1
Foreman Plater,1
Foreman Plunt,1
Foreman Pork Butcher,1
Foreman Porter M G W Rly,1
Foreman Porter M. Gardener,1
Foreman Porter in Wholesale Firm,1
Foreman Printer Employed,1
Foreman Printer and Decorator,1
Foreman Provision,1
Foreman Provision Store,1
Foreman Provision Trade,1
Foreman Quarry Labourer,1
Foreman Quary Man,1
Foreman Quay Laberour,1
Foreman Quay Labourer,1
Foreman Railway,1
Foreman Railway Carriage Works,1
Foreman Railway Co,1
Foreman Railway Coy,1
Foreman Railway Employed,1
Foreman Railway Porter,1
Foreman Raily locomotive,1
Foreman Rigger,1
Foreman Rigger in Irish Lights,1
Foreman Rly Building Works,1
Foreman Rope Macker,1
Foreman Ropeworks,1
Foreman Savmiller,1
Foreman Saw Mill,1
Foreman Saw Mills,1
Foreman Sawmill,1
Foreman Sayer,1
Foreman Scaffold Builder,1
Foreman Seed Warehouse,1
Foreman Shop Asst,1
Foreman Slate Quarry,1
Foreman Smith in Engineering,1
Foreman Sorter,1
Foreman Spinner,1
Foreman Spirit Stores,1
Foreman Stableman,1
Foreman Stager,1
Foreman Starch Confectioner,1
Foreman Stationer,1
Foreman Steam Ship,1
Foreman Stendon,1
Foreman Stereotyper,1
Foreman Stevedore,1
Foreman Steward,1
Foreman Stoker in Gas Works,1
Foreman Stone Mason,1
Foreman Store Keeper,1
Foreman Stripper Tobacco Factory,1
Foreman Tabacco Factory,1
Foreman Tailor's Cutter,1
Foreman Tailoress,1
Foreman Tailors Cutter,1
Foreman Tanner,1
Foreman Telegreph Dept,1
Foreman Tender in Linen Factory,1
Foreman Tenter (Linen),1
Foreman Tenter Linen Damask Factory,1
Foreman Tenter Linen Factory,1
Foreman Tenter Weaving Factory,1
Foreman Thread Finisher,1
Foreman Thread Pinner,1
Foreman Tinsmith,1
Foreman Tinsmith Tinned Meats,1
Foreman Tobbconist,1
Foreman Tucker,1
Foreman Tuner,1
Foreman Turner in Iron Foundry,1
Foreman Tweed Factory,1
Foreman Twine Polisher,1
Foreman Twister,1
Foreman Type Printer,1
Foreman Upholsterer,1
Foreman Upholstorer,1
Foreman Van Driver Northen Co S Railway,1
Foreman Warehouse in Seed,1
Foreman Wine Porter,1
Foreman Wool Weaver,1
Foreman Woollen Mill,1
Foreman Writer-Army Ordnance Department-Army Pensioner,1
Foreman Yarn Bleacher in Factory,1
Foreman Yarn Bundler,1
Foreman Yarn Finisher,1
Foreman and Driver,1
Foreman and Flax Bager,1
Foreman and Hackler,1
Foreman as Dept: (Suprannuated),1
Foreman at (Fitter) Jute Factory,1
Foreman at Factory,1
Foreman at Runing Shed,1
Foreman at Water Works,1
Foreman civin Factory,1
"Foreman cutter, Tailor",1
Foreman for Co Purveyor,1
Foreman for G P O Mail Vans,1
Foreman for Gec,1
Foreman in Bacon Facty,1
Foreman in Bonded Store,1
Foreman in Brewery,1
Foreman in Brewry,1
Foreman in Brick Wks,1
Foreman in Brick Yard,1
Foreman in Butter Factory,1
Foreman in Butter and Condensed Milk Manufactory,1
Foreman in Cement Mills,1
Foreman in Chemical Works,1
Foreman in Chemicals Works,1
Foreman in Coal Store,1
Foreman in Coal Yard,1
Foreman in Coalyard,1
Foreman in Com Store,1
Foreman in Cooperage,1
Foreman in Corporation Yard,1
Foreman in Empire Restaurant,1
Foreman in Explosive Factory,1
Foreman in Factory - Explosive,1
Foreman in Felt Works,1
Foreman in Flax Spinning Mill,1
Foreman in Garden,1
Foreman in Gw Rly,1
Foreman in Laundry,1
Foreman in Linen House,1
Foreman in Linen Warehouse,1
Foreman in Meat Store,1
Foreman in Oil Works,1
Foreman in Public Baths,1
Foreman in Quarry,1
Foreman in Seed Warehouse,1
Foreman in Ship Yard Labourer,1
Foreman in Soap Works Donaghmore,1
Foreman in Spirit Trade,1
Foreman in Stable Yard,1
Foreman in Stabling Yard,1
Foreman in Store Battling,1
Foreman in Tobacco Factory,1
Foreman in Tobacco Store,1
Foreman in Tobbacco Factory,1
Foreman in Vitral Work,1
Foreman in Wholesale Bottling Store,1
Foreman in Woollen Mill,1
Foreman in Works,1
Foreman in Yard,1
Foreman in oil works,1
Foreman in the Public Record Office 4 Courts,1
Foreman of Bldgworks,1
Foreman of Building,1
Foreman of Building Works,1
Foreman of Carters,1
Foreman of County Works,1
Foreman of Gas Works,1
Foreman of General Engineer Works,1
Foreman of Hosiery Stean Looms,1
Foreman of Mineral Water Factory,1
Foreman of Oil Works,1
Foreman of Public Works,1
Foreman of Timlery,1
Foreman of Tramway Co Depot,1
Foreman of W B Royal Engineers,1
Foreman of Work Haff Sergt: R. Engn:,1
Foreman of Work's,1
Foreman of Works Or: Mr Serj: Royal Engineers,1
Foreman of Works R E,1
Foreman of Works Staff Sergt Royal Engineers,1
Foreman of Works on Electric-Gramway,1
"Foreman of Works, Royal Engineer Civil Staff",1
Foreman of Works-Royal Engineers,1
Foreman of a Coal Company,1
Foreman of works Quarter Master Sergeant Royal Engineers,1
Foreman on Asylum Farm,1
Foreman on Farm,1
Foreman once Locomotive Works B. and N. C. Railway,1
Foreman to Carting Agent,1
Foreman to Coal merchant,1
Foreman to Timber Merchant,1
Foreman tram Permanent Way,1
"Foreman, Card Cutter",1
"Foreman, Coal Porter",1
"Foreman, Moulder",1
Foreman-Carpenter,1
Foreman-Compositor,1
Foreman-Flour Mill,1
Foreman-Gas Work,1
Foreman-Gas Works,1
Foreman-Half Warehouse,1
Foreman-Iron Engine,1
Foreman-Milk Factory,1
Foreman-Settmaker,1
Foreman-Stevedore,1
Foreman-Tobacco Factory,1
Foreman-in-Yard,1
Foremane,1
Foremanfitter Ironworks,1
Foremen in Pa?,1
Foremer in Factory,1
Foreshore Inspector Dublin Wicklow and Wexford Railway Army Pensioner,1
Forest Labour,1
Forestaller,1
Forester - Unemployed,1
Forester Tobacco Spinner,1
Forester Woodman,1
Forester and Rentwarner,1
Forester and Wood Ranger,1
Forester or Wood Manager,1
Foresters Wife,1
Forestor,1
Foretgen Correspond,1
Forewom In Warehouse,1
Forewoman (Draper Shop),1
Forewoman (Laundry),1
Forewoman (Linnen),1
Forewoman (Wareroom),1
Forewoman - Stationary,1
Forewoman Assistant Handkerchief Warehouse,1
Forewoman Boller,1
Forewoman Collar Factory,1
Forewoman Cuff and Collar Factory,1
Forewoman Drapery,1
Forewoman Embrodiery,1
Forewoman Factory,1
Forewoman Fancy Box Factory,1
Forewoman Feather Manufactory,1
Forewoman Grace Art Dept,1
Forewoman Handkerchief Warehouse,1
Forewoman Knity Factory,1
Forewoman Laundress,1
Forewoman Laundry,1
Forewoman Linen,1
Forewoman Linen Warehouse (Machinist),1
"Forewoman Linen, Dept",1
Forewoman Machinist,1
Forewoman Mantles,1
Forewoman Milliner,1
Forewoman Pinafore and Apron,1
Forewoman Rug Factory,1
Forewoman Shirt Maker,1
Forewoman Smoother,1
Forewoman Smoothing Dept,1
Forewoman Smother,1
Forewoman Stationery,1
Forewoman Surgical Instrument Factory,1
Forewoman T F,1
Forewoman Tambourer,1
Forewoman Tobe Fac,1
Forewoman Washer,1
Forewoman at Dwyers Drapery Establishment,1
Forewoman in Butter Factory,1
Forewoman in Collar Warehouse,1
Forewoman in Collar Wareroom,1
Forewoman in Confect Shop,1
Forewoman in Factory,1
Forewoman in Finlay's Soap Works,1
Forewoman in Hand Kerchief Warehouse,1
Forewoman in Hasiry Factory,1
Forewoman in Jam Factory,1
Forewoman in Kinafore Warehouse,1
Forewoman in Laudry,1
Forewoman in Linen Business,1
Forewoman in Linen Warerom,1
Forewoman in Pinafore Factory,1
Forewoman in Shirt Factory,1
Forewoman in Store,1
Forewoman in Tailoring factory,1
Forewoman in Wareroom,1
Forewoman in Woreroom,1
Forewoman inmarsh and Co Ltd Biscuit Factory,1
Forewoman of Laundress,1
Forewoman of Smoother,1
Forewoman of Wareroom,1
Forewoman over Folders in Linen Warehouse,1
Forewoman over Smoother in Linen Warehouse,1
Forewoman over Stitchers in Linen Warehouse,1
Forewoman-Linen Factory,1
Forewoman-Linen Spooler,1
Forewoman-Shirts and Blouses,1
Forewoman-Shirts and Collars,1
Forewomen Army M O D,1
Forewomen Linen Warehouse,1
Forewomen Stitcher,1
Forewomen in Factory,1
Forewomen in Factory Servant,1
Forewomen in Laundry,1
Forge Furnace Man,1
Forge Helper,1
Forge Labourer,1
Forge Owner,1
Forge Smith,1
Forge Worker,1
Forgeman,1
Forgeman at Works,1
Forger,1
Forger at Iron Works,1
Forget,1
Fork Butcher,1
Fork Cutter,1
Forldan,1
Form Butcher,1
Form Clerk,1
Form Labouer,1
Form Labour,1
Form Merchant,1
Form Mistress Secondary Teacher,1
Form The D. M. P Pensioner,1
Formal Bath,1
Forman,1
Forman Baker and Fermer,1
Forman Boot Cutter,1
Forman Boot Maker,1
Forman Bottler,1
Forman Builder,1
Forman Carter,1
Forman Chemical Works,1
Forman Confectioner,1
Forman Cutter,1
Forman Damask Weaver,1
Forman Draper,1
Forman Driver,1
Forman Enginer,1
Forman Flax Dresser,1
Forman Gardener,1
Forman Gardener Domestic Servant,1
Forman Hackler,1
Forman Joiner,1
Forman Labour,1
Forman Machine Worker Angle Binding and Photo Sending Works,1
Forman Maker,1
Forman Qarry Labourer,1
Forman Rope Maker,1
Forman Shop Assistant,1
Forman Slater,1
Forman in Brewery Labourer,1
Forman in Butter Factory,1
Forman in Provision Shop,1
Formatore,1
Formelly General Labourer,1
Formelly Hand Stitcher,1
Formely Farmer,1
Formen,1
Former Brother,1
Former Servant,1
Former Sister,1
Formerly A Domestic Servant,1
Formerly Baker,1
Formerly Belt Screwer,1
Formerly Boarding H Keeper,1
Formerly Book Keeper,1
Formerly Carpenter,1
Formerly Carter,1
Formerly Clark,1
Formerly Clock Maker,1
Formerly Cloth Dresser,1
Formerly Cook,1
Formerly Cook Domestic Servant,1
Formerly Cooper,1
Formerly Dealer,1
Formerly Domestic Servant Met Now Living on Annuity Left Family Former Employer,1
Formerly Engine Driver,1
Formerly Farm Servant,1
Formerly Flowerer,1
Formerly Grocers Assistant,1
Formerly Hope Maker,1
Formerly House-Keeper,1
Formerly Kept Lodger,1
Formerly Kept Lodgers,1
Formerly Landress,1
Formerly Linen Lapper,1
Formerly Lodging-H Keeper,1
Formerly Needle Woman,1
Formerly No Occupation,1
Formerly Officer Army,1
Formerly On Occupation,1
Formerly School Master,1
Formerly Seaman,1
Formerly Shoemaker,1
Formerly Slater,1
Formerly Smith,1
Formerly Spirit Grocer,1
Formerly Station Master,1
Formerly Tailoress,1
Formerly Teaman,1
Formerly Time Keeper,1
Formerly Traveller,1
Formerly Wareroom Worker,1
Formerly Washer Woman,1
Formerly Wood Winder,1
Formerly a Labourer,1
Formerly and Nurse,1
Forming Clk and Telegraphical,1
Formish Capt in the Army Gentleman Farmer J.P.,1
Formly a Seamstress,1
Forms,1
Forms and Fishes,1
Forreign Correspondent (Linen Goods),1
Forresteress,1
Forresters Wife,1
Forrister,1
Forryman,1
Fors Seamstress,1
Forsester,1
Forset Maker,1
Forster,1
Forter,1
Forter Drap,1
Forter in Cullan W House,1
Forting Clerk,1
Fortman Domestic Servt,1
Fortman Domestic Servt.,1
"Fortman, Domestic Servt",1
Forwoman (Millinery),1
Forwoman Smoother,1
Forwoman in Laundry,1
Foster Child,1
Fostman,1
Fotner Spinner,1
Fouel Plueker,1
Foul - Dealer,1
Foul Buyer,1
Foul Deler,1
Foul Layer,1
Foul Pheebe,1
Foul Plucher,1
Foul Plucker,1
Foul Porter,1
Foul Tender,1
Foul-Butcher,1
Foul-Plucker,1
Foulder of Linen,1
Fouledailer,1
Fouledealor,1
Fouler Dealer,1
Foull Plucker,1
Foulplucker Domestic,1
Found Moulder,1
Foundar Fitter in Works,1
Foundary Mechanic,1
Founday Labourer,1
Founder Cycle Fitter,1
Foundery,1
Foundry Apprentice,1
Foundry Apprentice Clerk,1
Foundry Apprentice Machine Fitter in Works,1
Foundry Apprentice Spindle Department,1
Foundry Boy Iron,1
Foundry Clerk and Timekeeper,1
Foundry Engine Fitter,1
Foundry Engineer,1
Foundry Factory Worker,1
Foundry Fitter,1
Foundry Furnaceman,1
Foundry Helper,1
Foundry Iron Dresser,1
Foundry Lab,1
Foundry Labiour,1
Foundry Laborer,1
Foundry Labouer,1
Foundry Labourer Unemployed,1
Foundry Labrour,1
Foundry Macanick,1
Foundry Machanic,1
Foundry Machine Man,1
Foundry Monager,1
Foundry Moulder of Iron,1
Foundry Owner,1
Foundry Owner Enginer,1
Foundry Pattern Maker,1
Foundry Servant,1
Foundry Spinnell Grinder,1
Foundry Storekeeper,1
Foundry Woman,1
Foundry Working Boy,1
Foundry man,1
Foundy Laborer,1
Foundy Labourer,1
Foundy Mechanic,1
Foundy boy,1
Four Court Court Keeper,1
Four Man Stoker,1
Foureny Man Tailor,1
Fourman Carpenter,1
Fourman Gardener Domestic Servant,1
Fow Dealer,1
Fowel Buyer,1
Fowel Fancier,1
"Fowel, Dealer",1
Fowelar Plucker,1
Fowes Dealer,1
Fowl (Dealer),1
Fowl - Dealer,1
Fowl - Dresser,1
Fowl Bayer,1
Fowl Bleacher,1
Fowl Business,1
Fowl Cleaner,1
Fowl Dailan,1
Fowl Dailer,1
Fowl Deal,1
Fowl Dealear,1
Fowl Dealer Insurance Agent,1
Fowl Dealer and Green Grocer,1
Fowl Dealer and Road Contractor,1
Fowl Dealers Assistant,1
Fowl Dealers Asst,1
Fowl Dresser,1
Fowl Girl Domestic Servt,1
Fowl Hawker,1
Fowl Keeper,1
Fowl Keeping and Farm Servant,1
Fowl Maid,1
Fowl Man,1
Fowl Manger,1
Fowl Merchant Domestic,1
Fowl Plucker Labourer,1
Fowl Plumber,1
Fowl Porter,1
Fowl Poulterers,1
Fowl Trade,1
Fowl Woman Unemployed,1
Fowl Women,1
Fowl and Cattle Dealer,1
Fowl and Egg Exporter,1
Fowl and Egg Mct,1
Fowl and Skin Dealer,1
Fowl dealer,1
"Fowl, Dealer",1
"Fowl, Plucker",1
Fowl-Buyer,1
Fowl-Merchants Wife,1
Fowler Man,1
Fox Covert Keeper,1
Foyle Pilot,1
Fr Polisher,1
Fr Polishing,1
Fr's Sister,1
Fr. Dauter,1
Fr. Son,1
Fr. Wife,1
Fracklemaker,1
Fraction Engine of ?shing Owner,1
Fraction Manager,1
Fractors E Driver,1
Frader,1
Frader and Former,1
Frail,1
Fraim Work Kitter,1
Fraizer,1
Fram Brother Labour,1
Fram Condactor,1
Fram Condretor,1
Fram Conduct,1
Fram Labourer Cattle Dealer,1
Fram Maker,1
Fram Moterman,1
Fram Way Labourer,1
Fram-Maker,1
Framaray Ticket Inspector,1
Frame Bleach Green Feeder,1
Frame Boy,1
Frame Carer Flax Mill,1
Frame Cleaner,1
Frame Cleaner in Factory,1
Frame Cleaner in Mill,1
Frame Clener,1
Frame Drawer-Flax Mill,1
Frame Feeder in Bleach and Dye Works,1
Frame Finisher,1
Frame Gilder,1
Frame Girl,1
Frame Girl in Beetling Mill,1
Frame Girl in Linen Works,1
Frame Hand in Weaving Factory,1
Frame House,1
Frame Labourer in Mill,1
Frame Labourer in Paper Mill,1
Frame Maker Appr,1
Frame Man in Bleach Works,1
Frame Manufacture,1
Frame Smith,1
Frame Work Knitter Hosiery,1
Frame Worker Bleach and Dye Works,1
Frame Worker in Beetling Mill,1
Frame Worker in Linen Factory,1
Frame gilder,1
Frame worker in Bleach and Dye Works,1
Frame's Worker,1
Frame-Worker in Bleach Green,1
Frameaker,1
Framemaker,1
Framer Linen,1
Framer Maker,1
Framer Servant,1
Framer and Blacksmith,1
Framer in Linen Factory,1
Framer of Cloth Lisnafillan Bl Dy and Co,1
Framer of Cloth in Linen Works,1
Framering,1
Framers Widow,1
Framers Wife,1
Framework Kintter,1
Framework Knitter,1
Framing Labour,1
Framing Servant,1
Framing in Linnen Factory,1
Framp,1
Framvay Labourer,1
Framway Driver,1
Framway Official,1
Framway Worker,1
France boxmaker,1
Frances Box Maker,1
Franch Hospital Nurse,1
Francher Polisher,1
Franco Laborer,1
Frarm Labour,1
Frarmer'ess,1
Frarmers Son,1
Frarmes Son,1
Freacer in Cotton Mill,1
Frection-Engine Driver,1
Freder King and Co Manager,1
Free Guider,1
Freehold Farmer,1
Freeholder Farmers Sister in Law,1
Freeman,1
Freeman Weaver at Works,1
Freestone Cutter,1
Freight Clerk,1
Freight Handler Unemployed,1
Freman Baker,1
Freman Distillery,1
French Artist,1
French Blisher,1
French Chif,1
French Cleaner and Dyer,1
French Dyer,1
French Lecturer and M.A and Examiner Royal University,1
French Palosher,1
French Poachs unemployed,1
French Poilsher,1
French Polasherer,1
French Polesher,1
French Policher,1
French Poliser,1
French Polisher Apprentice,1
French Polisher Professional,1
French Polisher and Cane Worker,1
French Polisher at Ry works,1
French Polisher in Drapery,1
French Polisher unemployed,1
French Polisher's Apprentice,1
"French Polisher, Lodging and House Keeper",1
French Potesher,1
French Professor,1
French Publisher,1
French Shiner,1
French Teacher B.A.,1
French Vice-Consul,1
French and English Teacher,1
French and Music Teacher,1
"French, Polisher",1
"Frenchpolisher, At School",1
Frencs Polisher,1
Fres Wife,1
Fresh Cleaner,1
Fresh Solitor,1
Freshold Farmer,1
Fresnan Tailor,1
Fret Lead Glazier,1
Fret Lead Gleazer,1
Fret-Lead-Glazier,1
Fretworkers,1
Frie Wood Worker,1
Friend Domestic Servant,1
Friend on Visit,1
Friendly Society Clerk,1
Friendold,1
Friends Assistant,1
Frimmer,1
Fringe Maker,1
Frist class offices Excise branch of Inland Revenue,1
Friut Dealer,1
Frize Weaver,1
Frm,1
Frm Daughter,1
Frm Tailor,1
Frm's Daughter,1
Frm's. Daughter-in-Law,1
Frm's. Grandson,1
Frmer Son,1
Frmer and Shop Keeper,1
Frmer's Daughter,1
Frmers Daughter,1
Frmers Niece,1
Frmers Son,1
Frming,1
Frmrs Dgtr,1
Frms Daughter,1
Frocer,1
From 102nd R. M. Fusilien Sergt Pensioner,1
From 1st Midde Regt Army Pensioner,1
From Annuities None,1
From Children Small Annuity,1
From Dividends ?,1
From Dividents,1
From Fitter,1
From Good Bodys Pensioner,1
From House Monerty,1
From Houses Land and Dividends,1
From Interest of Money,1
From L Asylum,1
From Land Annuity,1
From Land Investments,1
From Land and Dividend,1
From Lands and Dividends,1
From Merchant,1
From Peter Bumount Staff Tippry Artillery,1
From Ticket Inspector,1
From Turner,1
From War Office Recuring Annuity,1
From and Buid Shop,1
Front Binder,1
Front Cutter,1
Front Grower,1
Froom,1
Frs Niece,1
Frs Servant,1
Frs Sister,1
Frs. Daughter,1
Frud Polisher,1
Fruid Dealer,1
Fruister and Floreat,1
Fruit Assistant,1
Fruit Business,1
Fruit Business R,1
Fruit Buyers,1
Fruit Cutter,1
Fruit Darler,1
