occupation,count
Ticket Writter,2
Tieinrind Hawker,2
Tier Plate Worker,2
Tile Layer,2
Tile Merchant,2
Tile Setter,2
Tiler Apprentice,2
Tim-Smith,2
Timber Agent,2
Timber Box Maker,2
Timber Clark,2
Timber Feller,2
Timber Hauler,2
Timber Labourer Unemployed,2
Timber Labourer Yard,2
Timber Man,2
Timber Merchat and Auctioneer,2
Timber Mercht,2
Timber Trade Clerk,2
Timber Traveller,2
Timber and Corn Curds Merchant,2
Timber and Hardware Merchant,2
Timber-Merchant,2
Time - Keeper,2
Time Keeper in Brewery,2
Timekeeper in Factory,2
Timsmith,2
Tin Carder,2
Tin Completer,2
Tin Factory,2
Tin Foiler,2
Tin Plat Worker,2
Tin Smith Unemployed,2
Tin Smith's Assistant,2
Tin Smiths Daughter,2
Tin Solderer,2
Tin Top Maker,2
Tin Weaver,2
Tin maker,2
Tinen Weaver,2
Tinman's Wife,2
Tinnent Farmer,2
Tinnier,2
Tinseller,2
Tinsmith's Son,2
To Going for School,2
To Spirit Business Apprentice,2
To Young for School,2
To Young to Attend School,2
Tob?ist,2
Tobaccanist,2
Tobaccanist Assistant,2
Tobacco,2
Tobacco Assistant,2
Tobacco Clerk,2
Tobacco Cover,2
Tobacco Factory Assistant,2
Tobacco Factory Employee,2
Tobacco Factory Girl,2
Tobacco Factory Girle,2
Tobacco Manfr,2
Tobacco Operation,2
Tobacco Preparer,2
Tobacco Roler,2
Tobacco Roller at Factory,2
Tobacco Shop Girl,2
Tobacco Spiner at Factory,2
Tobacco Trimmer,2
Tobacco Twister,2
Tobacco Wrapper,2
Tobacco factory worker,2
Tobacconist Manager,2
Tobacconist Messenger,2
Tobacconist Shop Assistant,2
Tobacconist Stationer,2
Tobacconist and News Agent,2
"Tobacconist, Asst",2
Tobacconst,2
Tobaco Factory Hand,2
Tobaco Stripper,2
Tobaco and Spiner,2
Tobbacco Factory Worker,2
Tobbacco Labourer,2
Tobbacco Warehouse Apprentice,2
Tobbaco Factory,2
Tobbaco Worker,2
Tobbaconist Assistant,2
Tobber House Property,2
Tobbing Gardener,2
Tobbing Gardner,2
Tober,2
Tobocca Spinner,2
Tobocco Factory,2
Tobocco Spinner,2
Toe Spinner in Felt Factory,2
Toilor,2
Tommander RN/Retired E 2p for Co: Down,2
Tonner,2
Too Long,2
Too Old to Work,2
Too Young to Qualify,2
Tool Merchant,2
Top Sewing,2
Torner Cheet In Collars,2
Touring to Go to School,2
Tow Breaker,2
Tow Carding Master,2
Tow Corder,2
Tow Drawer in Factory,2
Tow Mixer,2
Tower Dealer,2
Town Carter,2
Town Clerk of Clonmel,2
Town Council Labourer,2
Town Dayman in Bradery,2
Town Traveller,2
Town Watchman,2
Township Labourer,2
Toy Maker,2
Toy Merchant,2
Tr Conductor,2
Trace - Boy,2
Tracer,2
Trade (Plasterer),2
Trade Black Smith,2
Trade Bricklear,2
Trade Painter,2
Trade Shoe Maker,2
Trade Union Secretary,2
Trade and Farmer,2
Trader in Hardware,2
Trader in Spirit,2
Traderman's Wife,2
Traders Wife,2
Trades Man Black Smith,2
Trades Man's Wife,2
Tradesman Bricklayer,2
Tradesman Carpenter,2
Tradesman's Wife,2
Tradsman,2
Traffic Canvasser,2
Train Telegraphist,2
Train and General Merchant,2
Trained Bos Nurse,2
Trained Idos Nurse,2
Trained Midwife,2
Trained Nurse Unemployed,2
Trainer and Jockey,2
Trainer of Horses,2
Trainer of Race Horses,2
Training for Domestic Servant,2
Tram,2
Tram Co Labourer,2
Tram Condoctor,2
Tram Condt,2
Tram Parcel Clerk,2
Tram Stable Man,2
Tram Way D Servant,2
Tram conductor,2
Tram driver,2
Tram-Conductor,2
Tramp Pedlar,2
Tramp Vagrant,2
Tramping Beggar,2
Tramping Vagrant,2
Tramps Daughter,2
Tramps Son,2
Tramway Clerk,2
Tramway Contuctor,2
Tramway Guard,2
Tramway Labour,2
Tramway Official,2
Tramway Timekeeper,2
Tran Driver,2
Transferrer in Pottery,2
Trapping Rublits,2
Traveler Draper,2
Traveling Draper,2
Traveling Showman,2
Traveling Witchback,2
Traveller (Grocery),2
Traveller (Hardware),2
Traveller (Pedlar),2
Traveller (Provisions),2
Traveller - Boots,2
Traveller - Tramp,2
Traveller Begging,2
Traveller Comercial,2
Traveller Factory Coach,2
Traveller Jewellery,2
Traveller Paper Trade,2
Traveller Sewing Machine Trade,2
Traveller Showman,2
Traveller Timber,2
Traveller Wine and Spirits,2
Traveller and Furniture Cleaner,2
Traveller draper,2
Traveller for Coal,2
Traveller for Drapery,2
Traveller for a Brewery Coy,2
Traveller in Boots,2
Traveller in Machinery,2
Traveller-Trade Protection,2
Travellers,2
Travellers Daughter,2
Travellers Son,2
Travellers Wife,2
Travelling,2
Travelling Circus,2
Travelling Hetoagh Country,2
Travelling Mendicant,2
Travelling Tea Salesman,2
Travelling for Alms,2
Traviller,2
Travler for Tea,2
Trawling Draper,2
Tread Tailor,2
Tree Traveller,2
Trench Polisher,2
Trinity Student,2
Tripe Cleaner in Bacon Cellar,2
Trooper S African Constabalory,2
Tructerer,2
Trumpter,2
Trust and Flower Dealer,2
Tube Drawer,2
Tuck Miller,2
Tucker,2
Turf Corn Ageant,2
Turf Wheeler,2
Turn Cock,2
Turncock,2
Turner Cut Shirt Factory,2
Turner Out Shirt Factory,2
Turner Out in Wareroom,2
Turner in Factory,2
Turner in Mill,2
Turner of Collars,2
Turner out (Collars),2
Turner out in Shirt Factory,2
Turner-Iron,2
Turners Apprentice,2
Turnersout,2
Tweed Darner,2
Tweed Darner in Woolen Factory,2
Tweed Presser,2
Tweed Specker,2
Tweed Winder,2
Twine Baller Worker in Thread Factory,2
Twine Baller in Rope Factory,2
Twine Packer,2
Twine Parceller,2
Twine Roller,2
Twine Worker,2
"Twine, Spinner",2
Twister Linen Bread,2
Twister Mill Worker,2
Twister Rope Works,2
Twister Twine,2
Twister in Spinning Mill,2
Twister in Tweed Facty,2
Twister of Thread,2
Twisting Master,2
Two Young for School,2
Type Clerk,2
Type Writing,2
Typeist,2
Typest and (Short it Write),2
Typewriter Agent,2
Typewriter in Legal Office,2
Typist Shorthand,2
Typist and Scrivener,2
Typist and Short Hand,2
Typist and Short Hand Clerk,2
Typist and Short Hand Writes,2
Typwriter,2
Tyre Maker,2
U S A Scholar,2
U. S. Pensioner,2
Umberalla Maker,2
Umberlla Maker,2
Umbrela Maker,2
Umbrella Machinist,2
Umbrella Manufr,2
Umbrella Maunfacture,2
Umbrella Merchant,2
Un Employed Servant,2
Un Employment,2
Unable to work,2
Under Age for School,2
Under Age to Attend School,2
Under Boots Domestic Servant,2
Under Butler Domestic Servant,2
Under Clothing Factory,2
Under Clothing Factory Rand,2
Under Coachman,2
Under Gardiner,2
Under Gardner (Domestic Servant),2
Under Graduate Cambridge,2
Under Graduate L C D,2
Under Graduate R M I,2
Under Graduate R. U. I.,2
Under Graduate Royal University,2
Under Graduate Royal University and Medical Student,2
Under Graduate T. C. D,2
Under Graduate T.C.D.,2
Under Graduate of Cambridge University,2
Under Graduate of Royal University,2
Under Groduate R. U. I,2
Under House Maid Domestic Servant,2
Under Land Steward,2
Under Laundress,2
Under Porter,2
Under graduate,2
Underclothing,2
Underclothing Agent,2
Underclothing M,2
