occupation,count
Reaer in Mill,1
Reaering Instruction at Home,1
Real Agent,1
Real Estate Broker,1
Realear,1
Realer (Linen),1
Realer (Yarn Mill),1
Realer Fla Yarn,1
Realer Flax Mills,1
Realer Linen Thread,1
Realer Mill,1
Realer Mill Worker,1
Realer Sp Mill,1
Realer Thread,1
Realer Yarn,1
Realer in Flax Spinning Mill,1
Realer in Linen Factory,1
Realer in Small Flax,1
Realer in Spining Mill,1
Realer in Spinning Mill,1
Realey Porter,1
Realing Clerk,1
Realler,1
Realler (Flax),1
Realler Flax,1
Realler Yarn,1
Realwoy Labourer,1
Reaper and Mower Section Maker in Factory,1
Rear Admiral Active Navy,1
Rear Admiral Retired,1
Reard and Sells Poultry,1
Reared Police Sergt R.I.C Pensioner,1
Rearing Fowl and Egg Producer,1
Rearing Poultry,1
Rearing Poultry and Egg Industry,1
Rearing the Family,1
Rears Poultry,1
Reasent Registror,1
Reatired F Wife,1
Rebug Officer,1
Rec Instr at Home,1
Rec. Weekly Money from Soldiers and Sailors Fund,1
Receipients of an annunity of L 20 Years,1
Receipt and ?,1
Receipt of Allowance from the Army,1
Receipt of Divindens,1
Receipt of Outdoor Relief,1
Receipt of Provison From R.I.C,1
Receipt of Relief from Union,1
Receipt of one Shelling and in Pence Weekly from Loughrea Union,1
Receipt of out Door Relief 2s Weekly for Loughrea Irish,1
Receipt of two Shelling Weekly from Loughrea Union,1
Receiring Annities,1
Receive Income From Brother,1
Receive Income House,1
Receive Instruction at Home,1
Received Income from Lands,1
Received Wages,1
Receiver Instructions at Home,1
Receiver Outdoor Relief,1
Receiver and A Court of Chamey also Commr for Affidants,1
Receiver to Board of Works,1
Receivers on Annunity,1
Receivery Instruction,1
Receives Annuity from Money Invested in Corporation-Board,1
Receives Income From Land,1
Receives Income from Land and Dividends,1
Receives Outdoor Relief From Union,1
Receives Regular ? At Home,1
Receives Rent for Houses,1
Receives Support from Quin County,1
Receives an Annuity from Brother,1
Receivey an Allowance Carder in Mill,1
Receivg Court Chemney,1
Receiving ? At Home,1
Receiving A Monthly Remittance,1
Receiving Annual Grant from M.B. Society,1
Receiving Annual Grant from Medical Benevolent Society,1
Receiving Annuitie,1
Receiving Annuity,1
Receiving Annunities,1
Receiving Home Instructor,1
Receiving Income from Shares and House Property,1
Receiving Inst at Home,1
Receiving Instrictions at Sch,1
Receiving Instrictions at School,1
Receiving Instristions Born,1
Receiving Instruct at Home,1
Receiving Instructing at Home,1
Receiving Instruction at School,1
Receiving Instructors at Home,1
Receiving Instst Home,1
Receiving Just at Home,1
Receiving Justretion at Home,1
Receiving Livelihood from the Guardians of Carlow Union,1
Receiving Money from America,1
Receiving Mstr Hom,1
Receiving Officer,1
Receiving Outdoor Relief From Mellingar Union,1
Receiving Pat Home,1
Receiving Private Income,1
Receiving Regular Instruct,1
Receiving Regular Instruction at School,1
Receiving Regular Instructions at Home,1
