occupation,count
Milk Creamery Receiver,1
Milk Cuard to her Father,1
Milk Factor Hand,1
Milk Factory (Servt),1
Milk Factory Clerk,1
Milk Factory Employ,1
Milk Factory Filler,1
Milk Factory General Domestic Servant,1
Milk Factory Land,1
Milk Factory hand,1
Milk Facty Clerk,1
Milk Filter in Factory,1
Milk Hawker,1
Milk Huxter,1
Milk Labourer,1
Milk Maid Domestic Servt,1
Milk Maid and Domestic Servant,1
Milk Man Domestic,1
Milk Man Domestic Serant,1
Milk Merchant,1
Milk Messenger,1
Milk Moist Driver,1
Milk Owner Retired Merchant,1
Milk Retailes,1
Milk Seler,1
Milk Seperater,1
Milk Server-Domestic,1
Milk Serving,1
Milk Shop,1
Milk Shop-Assistant,1
Milk Surveyor,1
Milk Taster-Factory,1
Milk Van driver,1
Milk Vander,1
Milk Vendor and Farmer,1
Milk Vinder,1
Milk Vindor,1
Milk Woman Unemployed,1
Milk Women,1
Milk Wright Employd,1
Milk boy,1
Milk-Boy,1
Milk-Cart Driver,1
Milk-Collector,1
Milk-Maid Domestic Servant,1
Milk-Seller,1
Milk-Server,1
Milk-Server Farm Servant,1
Milk-Van Driver,1
Milk-Vendor,1
Milk-Woman,1
Milker and Messanger,1
Milker of Cows,1
Milkgy Driver,1
Milking Cows,1
Milks Cows,1
Milkvendor,1
Milkwoman Domestic,1
Milkwoman Domestic Servant,1
"Mill ""Drawer""",1
Mill (Flax) Works,1
Mill (Halftime),1
Mill (Reeler),1
Mill (Spinner),1
Mill (Spreader),1
Mill - Hand,1
Mill - Hand Factory,1
Mill Aprentice,1
Mill Aprentice Black Smith,1
Mill Back Minding,1
Mill Bobin Boy,1
Mill Boy (Machine),1
Mill Boy General,1
Mill Boy Labourer,1
Mill Boy Linen Factors,1
Mill Boy Linen Rover,1
Mill Boy Machine,1
Mill Boy and School,1
Mill Boys,1
Mill Brands Rover,1
Mill Butler,1
Mill Buyer,1
Mill Cager Worker,1
Mill Car Driver,1
Mill Caretaker,1
Mill Clark,1
Mill Clerk Chortle Shop,1
Mill Clerk and Corn Mill,1
Mill Comber,1
